,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
0,1966,39,OAK,AFL,14,8,5,1,.615,1.1,-0.8,1.9,,,,,2,
1,1967,40,OAK,AFL,14,13,1,0,.929,15.3,9.8,5.5,2,1,1,.500,1,AFL Champions
2,1968,41,OAK,AFL,14,12,2,0,.857,14.3,10.0,4.3,2,1,1,.500,1,
3,1969,42,BUF,AFL,14,4,10,0,.286,-8.3,-4.0,-4.4,,,,,3,
4,1970,43,BUF,NFL,14,3,10,1,.231,-12.3,-5.8,-6.5,,,,,4,
