,Team Abreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,atl,362,5579.0,983.0,5.7,21.0,9,317.0,364,603,4186,26,12,6.5,216.0,337,1393,8,4.1,85.0,96,737,16.0,,,,,,,,,,,,,,,,,
1,buf,350,5117.0,1059.0,4.8,26.0,12,300.0,279,506,3124,24,14,5.8,142.0,521,1993,10,3.8,130.0,89,672,28.0,,,,,,,,,,,,,,,,,
2,car,289,4619.0,1029.0,4.5,41.0,16,250.0,263,537,3046,16,25,5.3,157.0,454,1573,10,3.5,74.0,94,683,19.0,,,,,,,,,,,,,,,,,
3,chi,392,5673.0,1030.0,5.5,26.0,16,340.0,315,523,3743,29,10,7.0,201.0,492,1930,15,3.9,116.0,71,601,23.0,,,,,,,,,,,,,,,,,
4,cin,349,5192.0,975.0,5.3,32.0,14,288.0,334,586,3753,29,18,6.1,184.0,364,1439,7,4.0,76.0,103,835,28.0,,,,,,,,,,,,,,,,,
5,cle,289,5076.0,985.0,5.2,31.0,11,293.0,324,555,3594,21,20,6.1,189.0,398,1482,5,3.7,83.0,107,966,21.0,,,,,,,,,,,,,,,,,
6,clt,331,4919.0,961.0,5.1,22.0,11,281.0,270,434,3064,20,11,6.3,147.0,478,1855,14,3.9,110.0,97,943,24.0,,,,,,,,,,,,,,,,,
7,crd,275,4866.0,1002.0,4.9,43.0,19,285.0,327,560,3503,17,24,5.7,184.0,387,1363,3,3.5,65.0,119,835,36.0,,,,,,,,,,,,,,,,,
8,dal,435,5824.0,1007.0,5.8,23.0,13,364.0,322,494,3623,18,10,7.1,195.0,495,2201,29,4.4,141.0,90,695,28.0,,,,,,,,,,,,,,,,,
9,den,388,6040.0,1060.0,5.7,30.0,16,344.0,350,594,4045,27,14,6.5,205.0,440,1995,14,4.5,114.0,109,851,25.0,,,,,,,,,,,,,,,,,
10,det,436,6113.0,1024.0,6.0,25.0,13,349.0,362,605,4360,33,12,6.8,230.0,387,1753,16,4.5,91.0,134,1032,28.0,,,,,,,,,,,,,,,,,
11,gnb,404,5750.0,1036.0,5.6,21.0,6,339.0,372,593,4322,39,15,6.9,235.0,410,1428,9,3.5,84.0,85,604,20.0,,,,,,,,,,,,,,,,,
12,jax,275,4495.0,962.0,4.7,28.0,13,283.0,275,495,2790,19,15,5.1,154.0,410,1705,9,4.2,100.0,121,970,29.0,,,,,,,,,,,,,,,,,
13,kan,358,5242.0,1059.0,4.9,21.0,11,295.0,300,531,3020,21,10,5.5,164.0,507,2222,14,4.4,113.0,116,851,18.0,,,,,,,,,,,,,,,,,
14,mia,398,5716.0,1034.0,5.5,32.0,12,345.0,384,592,4210,28,20,6.8,225.0,413,1506,16,3.6,98.0,110,907,22.0,,,,,,,,,,,,,,,,,
15,min,412,5938.0,1115.0,5.3,29.0,13,342.0,402,642,4205,33,16,6.2,223.0,433,1733,10,4.0,91.0,105,797,28.0,,,,,,,,,,,,,,,,,
16,nor,319,5178.0,984.0,5.3,25.0,11,294.0,349,573,3788,26,14,6.3,202.0,383,1390,11,3.6,75.0,86,688,17.0,,,,,,,,,,,,,,,,,
17,nwe,294,5457.0,1187.0,4.6,36.0,20,335.0,351,686,3591,14,16,5.0,207.0,474,1866,16,3.9,106.0,84,676,22.0,,,,,,,,,,,,,,,,,
18,nyg,290,4483.0,1003.0,4.5,28.0,15,288.0,260,479,2650,11,13,5.0,150.0,478,1833,17,3.8,113.0,92,772,25.0,,,,,,,,,,,,,,,,,
19,nyj,233,4067.0,1001.0,4.1,42.0,18,254.0,330,589,2788,20,24,4.4,159.0,365,1279,2,3.5,78.0,121,1078,17.0,,,,,,,,,,,,,,,,,
20,oti,348,4905.0,1046.0,4.7,38.0,20,295.0,314,536,3241,22,18,5.7,157.0,478,1664,12,3.5,109.0,98,791,29.0,,,,,,,,,,,,,,,,,
21,phi,318,4807.0,1050.0,4.6,36.0,17,290.0,284,496,2686,11,19,5.0,145.0,508,2121,19,4.2,126.0,112,838,19.0,,,,,,,,,,,,,,,,,
22,pit,407,5769.0,1110.0,5.2,34.0,13,344.0,348,592,3917,21,21,6.4,193.0,494,1852,17,3.7,117.0,109,839,34.0,,,,,,,,,,,,,,,,,
23,rai,348,5505.0,1042.0,5.3,34.0,13,317.0,317,543,3573,25,21,6.2,189.0,463,1932,10,4.2,104.0,134,1059,24.0,,,,,,,,,,,,,,,,,
24,ram,309,5236.0,1067.0,4.9,39.0,16,292.0,366,632,3805,27,23,5.6,199.0,392,1431,5,3.7,77.0,117,916,16.0,,,,,,,,,,,,,,,,,
25,sdg,321,5213.0,1051.0,5.0,30.0,12,314.0,318,540,3466,17,18,6.1,185.0,479,1747,14,3.6,108.0,107,953,21.0,,,,,,,,,,,,,,,,,
26,sea,363,5270.0,1033.0,5.1,32.0,9,311.0,273,511,3092,19,23,5.6,171.0,477,2178,20,4.6,121.0,100,852,19.0,,,,,,,,,,,,,,,,,
27,sfo,457,6087.0,1092.0,5.6,28.0,12,355.0,432,644,4608,29,16,6.8,231.0,415,1479,19,3.6,109.0,88,711,15.0,,,,,,,,,,,,,,,,,
28,tam,238,4542.0,961.0,4.7,34.0,14,283.0,267,507,2955,5,20,5.2,159.0,398,1587,19,4.0,101.0,113,882,23.0,,,,,,,,,,,,,,,,,
29,was,326,5184.0,1026.0,5.1,30.0,10,297.0,265,521,3228,16,20,5.8,169.0,469,1956,15,4.2,105.0,78,563,23.0,,,,,,,,,,,,,,,,,
