,Team Abreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,atl,349,6088.0,1084.0,5.6,30.0,12,340.0,405,650,4541,28,18,6.7,230.0,404,1547,12,3.8,96.0,94,688,14.0,,,,,,,,,,,,,,,,,
1,buf,335,5128.0,1084.0,4.7,28.0,11,287.0,310,582,3502,14,17,5.5,180.0,453,1626,16,3.6,93.0,115,890,14.0,,,,,,,,,,,,,,,,,
2,car,325,5027.0,1072.0,4.7,37.0,16,288.0,310,586,3451,15,21,5.5,175.0,450,1576,17,3.5,99.0,112,808,14.0,,,,,,,,,,,,,,,,,
3,chi,360,5442.0,1035.0,5.3,29.0,13,316.0,374,595,4001,27,16,6.4,212.0,405,1441,9,3.6,81.0,104,821,23.0,,,,,,,,,,,,,,,,,
4,cin,374,6349.0,1127.0,5.6,24.0,12,354.0,364,602,4245,25,12,6.6,215.0,483,2104,10,4.4,117.0,116,1143,22.0,,,,,,,,,,,,,,,,,
5,cle,356,5648.0,1082.0,5.2,24.0,7,342.0,360,573,3822,23,17,6.3,200.0,480,1826,15,3.8,112.0,108,736,30.0,,,,,,,,,,,,,,,,,
6,clt,316,5027.0,1016.0,4.9,26.0,13,304.0,336,569,3570,23,13,6.0,182.0,418,1457,8,3.5,92.0,111,935,30.0,,,,,,,,,,,,,,,,,
7,crd,422,5704.0,995.0,5.7,42.0,23,310.0,264,461,3455,33,19,7.0,180.0,503,2249,14,4.5,105.0,117,860,25.0,,,,,,,,,,,,,,,,,
8,dal,291,5044.0,1001.0,5.0,25.0,6,303.0,293,523,3272,17,19,5.9,165.0,442,1772,13,4.0,113.0,112,913,25.0,,,,,,,,,,,,,,,,,
9,den,345,5193.0,1010.0,5.1,21.0,13,322.0,297,529,3298,20,8,5.9,186.0,451,1895,19,4.2,114.0,103,848,22.0,,,,,,,,,,,,,,,,,
10,det,336,5599.0,1031.0,5.4,35.0,13,350.0,354,580,3804,17,22,6.1,201.0,409,1795,15,4.4,110.0,120,1001,39.0,,,,,,,,,,,,,,,,,
11,gnb,314,5155.0,1029.0,5.0,16.0,3,303.0,351,616,3640,25,13,5.6,188.0,374,1515,12,4.1,99.0,98,738,16.0,,,,,,,,,,,,,,,,,
12,jax,404,5515.0,1030.0,5.4,24.0,11,320.0,304,509,3512,28,13,6.7,177.0,504,2003,17,4.0,121.0,102,958,22.0,,,,,,,,,,,,,,,,,
13,kan,241,4549.0,1047.0,4.3,33.0,17,289.0,329,596,3222,16,16,5.0,178.0,404,1327,7,3.3,83.0,108,828,28.0,,,,,,,,,,,,,,,,,
