,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Num,Won,Notes
0,2009,33,DEN,NFL,16,8,8,0,.500,0.3,-1.0,1.3,,,,,2,9,3,
1,2010,34,DEN,NFL,12,3,9,0,.250,-8.9,-1.1,-7.8,,,,,4,4,2,Fired after Week 13
