,Year,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,2023,184,2669,502,5.3,6,2,161,160,263,1748,8,4,6.3,90,224,921,9,4.1,54,48,409,17,84,41.7,7.1,Own 31.3,2:51,6.2,31.7,2.06,103,41,39.8,10,6,60.0,26,14,53.8
1,2022,384,5798,1049,5.5,22,6,331,375,556,3842,23,16,6.5,203,455,1956,12,4.3,106,82,691,22,173,41.0,12.1,Own 29.8,3:00,6.3,33.5,2.04,208,84,40.4%,20,13,65.0%,54,24,44.4%
2,2021,372,5863,1118,5.2,25,6,347,416,625,4109,17,19,6.1,214,443,1754,18,4.0,111,88,688,22,181,35.9,13.3,Own 27.9,2:57,6.4,32.4,1.85,223,92,41.3%,32,17,53.1%,56,29,51.8%
3,2020,296,4511,989,4.6,22,8,280,347,548,3051,17,14,5.1,170,388,1460,12,3.8,91,78,582,19,183,27.9,12.0,Own 29.3,2:27,5.5,24.6,1.47,209,74,35.4%,21,9,42.9%,46,27,58.7%
4,2019,364,5434,1056,5.1,24,11,324,348,562,3625,23,13,5.9,194,444,1809,15,4.1,100,105,829,30,185,33.5,12.4,Own 29.3,2:41,5.9,29.2,1.83,218,86,39.4%,24,14,58.3%,52,33,63.5%
5,2018,384,5737,960,6.0,30,12,322,347,533,3780,31,18,6.6,185,386,1957,12,5.1,101,99,852,36,178,38.2,16.9,Own 27.8,2:38,5.6,32.2,2.11,188,70,37.2%,15,9,60.0%,52,30,57.7%
6,2017,329,5432,1021,5.3,28,10,300,324,555,3475,21,18,5.8,181,418,1957,15,4.7,86,102,808,33,193,30.6,14.0,Own 27.7,2:29,5.5,28.2,1.66,227,86,37.9,15,9,60.0,46,27,58.7
7,2016,394,5392,1037,5.2,18,8,325,378,582,3732,32,10,6.1,194,424,1660,12,3.9,91,108,920,40,192,31.3,9.4,Own 27.3,2:33,5.5,28.0,1.85,220,82,37.3%,14,12,85.7%,52,37,71.2%
8,2015,330,5885,1091,5.4,26,13,320,399,597,4065,21,13,6.4,192,453,1820,7,4.0,98,109,992,30,198,31.8,12.1,Own 26.4,2:41,5.7,29.6,1.52,225,78,34.7%,15,4,26.7%,48,20,41.7%
9,2014,354,5626,1005,5.6,25,12,301,368,540,3861,18,13,6.7,189,425,1765,12,4.2,83,105,882,29,182,30.2,13.2,Own 25.6,2:42,5.7,30.8,1.57,213,82,38.5%,10,0,0.0%,39,18,46.2%
10,2013,364,5520,1014,5.4,29,15,337,355,521,3874,21,14,6.7,203,440,1646,18,3.7,87,105,978,47,184,31.0,14.7,Own 26.8,2:41,5.6,30.0,1.78,201,78,38.8%,16,9,56.3%,60,31,51.7%
11,2012,348,5482,1041,5.3,21,4,327,362,547,3602,16,17,6.0,197,442,1880,18,4.3,107,90,758,23,185,34.6,10.8,Own 29.6,2:46,5.8,29.6,1.77,213,80,37.6%,16,6,37.5%,53,27,50.9%
12,2011,407,5734,1033,5.6,18,6,313,293,484,3301,21,12,6.3,166,510,2433,17,4.8,122,111,951,25,192,35.9,8.9,Own 29.7,2:40,5.6,29.8,1.87,216,83,38.4%,8,5,62.5%,52,26,50.0%
13,2010,328,5388,1017,5.3,26,12,304,328,570,3578,21,14,5.8,191,404,1810,7,4.5,88,126,1008,25,191,33.0,12.6,Own 28.4,2:27,5.5,28.1,1.58,221,74,33.5%,12,6,50.0%,45,22,48.9%
14,2009,436,5965,1016,5.9,20,12,333,315,491,3764,22,8,7.3,182,500,2201,24,4.4,127,80,613,24,184,35.3,10.3,Own 28.0,2:43,5.6,32.4,2.06,209,91,43.5%,12,6,50.0%,59,36,61.0%
15,2008,465,5950,975,6.1,26,14,320,278,444,3475,20,12,7.3,158,501,2475,26,4.9,146,89,654,16,185,41.6,13.0,Own 32.0,2:38,5.4,31.9,2.24,187,74,39.6%,6,4,66.7%,53,34,64.2%
16,2007,438,5457,999,5.5,27,9,316,318,523,3613,25,18,6.5,190,445,1844,16,4.1,105,95,732,21,191,39.8,13.1,Own 33.2,2:30,5.4,28.5,2.07,201,78,38.8%,10,6,60.0%,57,33,57.9%
17,2006,381,5362,962,5.6,32,15,313,266,451,3035,21,17,6.3,164,477,2327,21,4.9,121,92,835,28,176,34.7,17.0,Own 30.2,2:38,5.6,30.5,1.99,205,93,45.4%,6,2,33.3%,55,31,56.4%
18,2005,429,5602,1007,5.6,27,14,321,314,507,3424,26,13,6.2,178,459,2178,22,4.7,116,117,1066,27,193,38.3,12.4,Own 33.0,2:29,5.4,29.0,2.15,199,80,40.2%,9,2,22.2%,62,36,58.1%
19,2004,392,5353,1006,5.3,15,9,311,292,492,3174,24,6,6.0,172,480,2179,13,4.5,118,109,827,21,181,37.6,7.7,Own 32.4,2:37,5.8,29.5,1.94,209,76,36.4%,17,12,70.6%,56,31,55.4%
20,2003,328,5052,964,5.2,46,22,272,296,510,3072,23,24,5.6,164,412,1980,9,4.8,92,114,882,16,194,26.3,22.2,Own 32.7,2:20,5.1,26.0,1.45,209,75,35.9%,21,9,42.9%,48,26,54.2%
21,2002,369,5025,944,5.3,26,14,282,292,461,3209,15,12,6.4,148,445,1816,15,4.1,105,99,755,29,181,30.9,14.4,Own 29.6,2:36,5.4,27.7,1.59,197,71,36.0%,13,5,38.5%,49,24,49.0%
22,2001,273,4471,952,4.7,34,13,256,314,541,3097,16,21,5.3,153,366,1374,11,3.8,77,100,830,26,188,25.5,18.1,Own 33.2,2:25,5.2,23.6,1.36,209,69,33.0%,23,11,47.8%,45,23,51.1%
23,2000,471,5494,968,5.7,25,6,321,323,534,3797,32,19,6.5,195,383,1697,18,4.4,95,101,747,31,186,40.9,12.4,Own 33.3,2:30,5.4,29.4,2.30,192,74,38.5%,12,6,50.0%,58,34,58.6%
24,1999,242,4698,991,4.7,36,7,263,319,596,3509,19,29,5.4,189,338,1189,4,3.5,53,114,1007,21,198,21.7,17.2,Own 30.3,2:16,5.1,23.7,1.12,227,76,33.5%,25,12,48.0%,36,19,52.8%
25,1998,378,4880,1004,4.9,23,7,282,256,475,2831,28,16,5.4,161,479,2049,11,4.3,92,112,915,29,,,,,,,,,,,,,,,,,
26,1997,359,5066,1021,5.0,39,14,296,288,543,3379,26,25,5.8,177,440,1687,10,3.8,84,133,1064,35,,,,,,,,,,,,,,,,,
27,1996,409,5529,1068,5.2,39,13,329,341,558,3675,23,26,6.2,191,478,1854,22,3.9,114,111,832,24,,,,,,,,,,,,,,,,,
28,1995,418,5118,980,5.2,36,14,301,320,534,3441,27,22,6.0,178,410,1677,14,4.1,101,87,681,22,,,,,,,,,,,,,,,,,
29,1994,365,5170,1063,4.9,20,6,333,320,541,3389,23,14,6.0,198,496,1781,12,3.6,103,114,1015,32,,,,,,,,,,,,,,,,,
30,1993,367,5411,1003,5.4,20,9,304,299,488,3560,17,11,6.8,179,480,1851,18,3.9,117,80,542,8,,,,,,,,,,,,,,,,,
31,1992,383,5523,1005,5.5,33,15,319,305,507,3293,18,18,6.1,175,467,2230,22,4.8,130,102,778,14,,,,,,,,,,,,,,,,,
32,1991,390,5204,920,5.7,19,8,286,259,434,3545,25,11,7.9,162,469,1659,19,3.5,105,83,743,19,,,,,,,,,,,,,,,,,
33,1990,412,5411,949,5.7,31,19,286,296,501,3762,30,12,7.1,175,418,1649,17,3.9,93,109,968,18,,,,,,,,,,,,,,,,,
34,1989,344,5567,1023,5.4,36,15,306,345,577,4024,24,21,6.5,181,404,1543,13,3.8,101,93,798,24,,,,,,,,,,,,,,,,,
35,1988,293,4986,1041,4.8,37,15,289,307,571,3300,17,22,5.3,166,414,1686,12,4.1,100,111,937,23,,,,,,,,,,,,,,,,,
36,1987,361,5121,961,5.3,27,11,279,281,504,3389,31,16,6.3,162,419,1732,8,4.1,95,100,888,22,,,,,,,,,,,,,,,,,
37,1986,267,4871,1038,4.7,43,15,272,313,539,3190,17,28,5.5,169,460,1681,9,3.7,93,92,804,10,,,,,,,,,,,,,,,,,
38,1985,277,4648,1048,4.4,46,17,281,296,548,3062,19,29,5.1,155,444,1586,9,3.6,104,72,529,22,,,,,,,,,,,,,,,,,
39,1984,316,5266,1058,5.0,39,22,309,346,566,3666,18,17,6.0,179,449,1600,15,3.6,108,115,871,22,,,,,,,,,,,,,,,,,
40,1983,344,5392,1078,5.0,44,20,311,319,556,3611,18,24,6.1,179,489,1781,21,3.6,118,89,804,14,,,,,,,,,,,,,,,,,
41,1982,250,3333,606,5.5,18,7,193,175,281,2131,16,11,7.1,107,307,1202,13,3.9,75,64,531,11,,,,,,,,,,,,,,,,,
42,1981,351,5124,1067,4.8,33,16,285,204,439,2727,17,17,5.7,128,585,2397,19,4.1,125,118,1018,32,,,,,,,,,,,,,,,,,
43,1980,289,4546,1011,4.5,42,17,281,245,510,2601,23,25,4.6,141,445,1945,13,4.4,112,83,778,28,,,,,,,,,,,,,,,,,
44,1979,309,4553,1054,4.3,41,16,266,220,454,2556,24,25,5.1,133,548,1997,13,3.6,115,105,993,18,,,,,,,,,,,,,,,,,
45,1978,245,3893,951,4.1,43,15,229,188,399,2048,15,28,4.6,113,505,1845,11,3.7,89,100,755,27,,,,,,,,,,,,,,,,,
46,1977,146,3575,868,4.1,41,16,203,180,370,1877,11,25,4.6,94,462,1698,7,3.7,90,94,825,19,,,,,,,,,,,,,,,,,
47,1976,190,3656,871,4.2,48,16,213,199,397,2092,11,32,4.7,118,429,1564,11,3.6,79,82,747,16,,,,,,,,,,,,,,,,,
48,1975,135,3322,853,3.9,40,18,204,187,387,1789,11,22,4.2,103,423,1533,4,3.6,77,85,626,24,,,,,,,,,,,,,,,,,
49,1974,181,3404,806,4.2,25,3,186,194,381,2102,16,22,4.9,109,381,1302,4,3.4,66,82,772,11,,,,,,,,,,,,,,,,,
50,1973,178,2951,739,4.0,38,18,173,179,328,1681,10,20,4.5,87,366,1270,5,3.5,71,61,566,15,,,,,,,,,,,,,,,,,
51,1972,286,3907,843,4.6,27,11,235,181,363,2145,20,16,5.3,110,438,1762,9,4.0,101,60,553,24,,,,,,,,,,,,,,,,,
52,1971,260,4037,879,4.6,34,7,239,200,387,2379,15,27,5.6,129,455,1658,11,3.6,91,62,665,19,,,,,,,,,,,,,,,,,
53,1970,202,3548,826,4.3,35,16,195,196,378,2189,15,19,5.1,113,395,1359,6,3.4,64,77,825,18,,,,,,,,,,,,,,,,,
54,1969,243,4001,895,4.5,38,12,242,202,430,2526,18,26,5.3,125,415,1475,8,3.6,84,88,709,33,,,,,,,,,,,,,,,,,
55,1968,200,3118,801,3.9,44,19,190,158,353,1813,12,25,4.5,104,397,1305,9,3.3,66,88,806,20,,,,,,,,,,,,,,,,,
56,1967,196,3526,849,4.2,45,13,200,212,445,2407,14,32,4.9,104,361,1119,6,3.1,75,91,912,21,,,,,,,,,,,,,,,,,
57,1966,212,3771,852,4.4,46,20,196,190,406,2469,13,26,5.5,114,401,1302,10,3.2,64,76,704,18,,,,,,,,,,,,,,,,,
58,1965,328,4023,798,5.0,26,15,208,205,349,2614,22,11,6.9,113,417,1409,16,3.4,82,70,566,13,,,,,,,,,,,,,,,,,
59,1964,339,4195,903,4.6,30,13,235,213,435,2694,27,17,5.6,131,419,1501,14,3.6,92,70,675,12,,,,,,,,,,,,,,,,,
60,1963,350,4538,837,5.4,32,13,244,208,379,2753,25,19,6.8,126,431,1785,14,4.1,100,63,558,18,,,,,,,,,,,,,,,,,
61,1962,334,4981,880,5.7,37,18,256,217,379,2889,25,19,7.6,124,501,2092,14,4.2,119,52,592,13,,,,,,,,,,,,,,,,,
