,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Num,Won,Notes
0,2000,45,New Orleans Saints,NFL,16,10,6,0,.625,0.9,-1.2,2.1,2,1,1,.500,1,3,0,
1,2001,46,New Orleans Saints,NFL,16,7,9,0,.438,-4.8,-0.1,-4.7,,,,,3,9,2,
2,2002,47,New Orleans Saints,NFL,16,9,7,0,.563,2.4,5.8,-3.3,,,,,3,4,2,
3,2003,48,New Orleans Saints,NFL,16,8,8,0,.500,-0.3,0.1,-0.4,,,,,2,6,1,
4,2004,49,New Orleans Saints,NFL,16,8,8,0,.500,-5.6,-1.2,-4.3,,,,,2,3,0,
5,2005,50,New Orleans Saints,NFL,16,3,13,0,.188,-11.1,-6.2,-4.9,,,,,4,10,3,
6,2008,53,St. Louis Rams,NFL,12,2,10,0,.167,-15.1,-8.1,-7.0,,,,,4,4,2,Coach starting Week 5
