Year,Tm,Role,Tms,WL%,T/G,Pts±,Yds±,Yds,Pts,GvA,Att,Yds Rushing Off,TD,Y/A,FL,Att Passing Off,Yds Defense,TD Rushing Def,Int,NY/A,Yds Passing Def,Pts_2,TkA,Att_2,Yds_5,TD_2,Y/A_1,FR,Att_3,Yds_6,TD_3,Int_1,nY/A
1976,CIN,HC,28,7,8,6,11,15,6,16,21,15,11,5,20,17,13,3,8,11,5,7,8,14,11,5,5,17,12,3,9,2,3
1977,CIN,HC,28,12,6,15,14,13,14,12,18,18,18,16,16,5,7,18,6,10,21,16,9,17,13,21,9,2,14,23,12,21,24
1978,CIN,HC,28,26,26,21,8,11,21,24,25,18,25,12,18,5,10,20,23,15,10,12,20,22,19,16,17,14,5,3,8,22,10
