Year,Age,Level,Employer,Role
1946,33,NFL,Washington Redskins,Ends Coach
1947,34,NFL,Washington Redskins,Ends Coach
1948,35,NFL,Washington Redskins,Ends Coach
1949,36,AAFC,Chicago Hornets,Ends Coach
1950,37,NFL,Baltimore Colts,Ends Coach
1951,38,NFL,Philadelphia Eagles,Head Coach
1952,39,NFL,Washington Redskins,Ends Coach
1953,40,NFL,Washington Redskins,Ends Coach
1954,41,NFL,Washington Redskins,Ends Coach
1955,42,NFL,Washington Redskins,Ends Coach
1956,43,NFL,Washington Redskins,Ends Coach
1957,44,NFL,Washington Redskins,Ends Coach
1958,45,College,Hardin-Simmons,Assistant Coach
1974,61,WFL,Florida Blazers,Assistant Coach
