Year,Tm,Role,Tms,WL%,T/G,Pts±,Yds±,Yds,Pts,GvA,Att,Yds Rushing Off,TD,Y/A,FL,Att Passing Off,Yds Defense,TD Rushing Def,Int,NY/A,Yds Passing Def,Pts_2,TkA,Att_2,Yds_5,TD_2,Y/A_1,FR,Att_3,Yds_6,TD_3,Int_1,nY/A
1946,WAS,HC,10,7,9,8,2,4,7,6,3,5,8,5,8,6,6,8,7,5,1,4,7,5,2,3,2,10,3,3,4,4,5
1947,WAS,HC,10,8,9,7,2,2,4,5,7,7,7,8,9,1,1,2,1,2,8,10,10,5,4,7,5,10,4,8,10,9,10
1948,WAS,HC,10,4,6,5,5,4,6,6,6,7,7,7,2,3,1,3,6,1,6,6,6,7,6,6,7,5,3,4,5,4,4
