,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
0,1944,43,BOS,NFL,10,2,8,0,.200,-11.2,-6.9,-4.3,,,,,4,
1,1945,44,BOS,NFL,10,3,6,1,.333,-7.2,-5.2,-1.9,,,,,3,
2,1946,45,BOS,NFL,11,2,8,1,.200,-7.1,-0.9,-6.2,,,,,5,
