Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Num,Won,Notes
1996,53,ARI,NFL,16,7,9,0,.438,-7.5,-1.7,-5.8,,,,,4,,,
1997,54,ARI,NFL,16,4,12,0,.250,-6.4,-2.6,-3.8,,,,,5,,,
1998,55,ARI,NFL,16,9,7,0,.563,-7.4,-1.6,-5.8,2,1,1,.500,2,,,
1999,56,ARI,NFL,16,6,10,0,.375,-8.8,-5.5,-3.2,,,,,4,3,1,
2000,57,ARI,NFL,7,2,5,0,.286,-15.2,-7.2,-8.1,,,,,5,6,3,Fired after week 8
