Year,Age,Level,Employer,Role
1916,22,College,Kansas,Assistant Coach
1919,25,College,Illinois,Assistant Coach
1920,26,College,Michigan State,Head Coach
1921,27,College,Kansas,Head Coach
1922,28,College,Kansas,Head Coach
1923,29,College,Kansas,Head Coach
1924,30,College,Kansas,Head Coach
1925,31,College,Kansas,Head Coach
1926,32,College,Minnesota,Assistant Coach
1927,33,College,Butler,Head Coach
1928,34,College,Butler,Head Coach
1929,35,College,Butler,Head Coach
1931,37,NFL,Portsmouth Spartans,Head Coach
1932,38,NFL,Portsmouth Spartans,Head Coach
1933,39,NFL,Portsmouth Spartans,Head Coach
1934,40,NFL,Detroit Lions,Head Coach
1935,41,NFL,Detroit Lions,Head Coach
1936,42,NFL,Detroit Lions,Head Coach
1937,43,NFL,Brooklyn Dodgers,Head Coach
1938,44,NFL,Brooklyn Dodgers,Head Coach
1939,45,NFL,Brooklyn Dodgers,Head Coach
1940,46,NFL,Detroit Lions,Head Coach
1941,47,College,Univ. of Grand Rapids,Head Coach
1945,51,College,Nebraska,Head Coach
1948,54,College,Nebraska,Head Coach
