Year,Tm,Role,Tms,WL%,T/G,Pts±,Yds±,Yds,Pts,GvA,Att,Yds Rushing Off,TD,Y/A,FL,Att Passing Off,Yds Defense,TD Rushing Def,Int,NY/A,Yds Passing Def,Pts_2,TkA,Att_2,Yds_5,TD_2,Y/A_1,FR,Att_3,Yds_6,TD_3,Int_1,nY/A
1931,PRT,HC,10,2,1,2,1,1,3,1,1,1,3,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1932,PRT,HC,8,3,3,3,5,5,3,3,5,5,2,3,1,7,5,4,3,4,1,3,1,1,1,1,1,1,1,1,1,1,1
1933,PRT,HC,10,4,4,5,1,1,3,4,1,2,4,2,1,6,6,4,4,5,4,4,7,6,8,4,6,1,1,1,5,7,5
1934,DET,HC,11,2,1,2,2,2,2,1,1,2,1,2,1,11,6,9,1,4,2,1,1,4,2,1,2,1,9,3,5,1,1
1935,DET,HC,9,2,3,4,3,3,2,2,3,2,1,3,1,8,5,4,2,1,1,5,5,4,1,1,1,4,3,4,7,7,4
1936,DET,HC,9,3,8,1,1,1,2,4,1,1,1,1,1,8,7,4,4,4,2,2,9,2,2,1,3,9,6,7,2,6,5
1937,BKN,HC,10,8,7,9,8,8,9,8,9,8,6,9,1,6,6,8,8,6,9,8,7,8,8,10,9,7,2,6,7,5,8
1938,BKN,HC,10,6,2,7,8,8,6,1,8,7,5,6,1,9,7,7,1,5,8,6,4,5,8,2,9,8,10,10,9,2,5
1939,BKN,HC,10,7,6,9,7,6,8,3,6,5,7,4,1,10,9,10,3,5,10,9,7,6,6,8,7,10,2,8,8,6,10
1940,DET,HC,10,6,2,6,5,6,7,8,4,5,3,5,1,6,7,10,8,6,2,5,1,3,5,9,9,1,2,2,1,2,3
