Year,Age,Level,Employer,Role
1956,30,NFL,Pittsburgh Steelers,Defensive Line
1957,31,NFL,Pittsburgh Steelers,Defensive Line
1958,32,NFL,Pittsburgh Steelers,Defensive Line
1959,33,NFL,Washington Redskins,Assistant Coach
1960,34,NFL,Washington Redskins,Assistant Coach
1961,35,NFL,Washington Redskins,Head Coach
1962,36,NFL,Washington Redskins,Head Coach
1963,37,NFL,Washington Redskins,Head Coach
1964,38,NFL,Washington Redskins,Head Coach
1965,39,NFL,Washington Redskins,Head Coach
1967,41,NFL,Detroit Lions,Offensive Coordinator
1968,42,NFL,Detroit Lions,Offensive Coordinator
1969,43,NFL,Detroit Lions,Offensive Coordinator
1970,44,NFL,Detroit Lions,Offensive Coordinator
1971,45,NFL,Detroit Lions,Offensive Coordinator
1972,46,NFL,Detroit Lions,Offensive Coordinator
1973,47,NFL,Miami Dolphins,Offensive Coordinator
1975,49,WFL,Chicago Winds,Offensive Coordinator
1975,49,WFL,Philadelphia Bell,Offensive Coordinator
