Year,Age,Level,Employer,Role
1978,23,College,San Diego State,Graduate Assistant
1979,24,College,U.S. International,Defensive Backs
1980,25,College,Boise State,Defensive Backs
1981,26,College,Long Beach State,Defensive Backs
1982,27,College,University of Utah,Defensive Backs
1983,28,College,Kansas,Defensive Backs
1984,29,College,Iowa State,Defensive Backs
1985,30,USFL,Los Angeles Express,Defensive Backs
1986,31,College,Pittsburgh,Defensive Coordinator/Defensive Backs
1987,32,College,Pittsburgh,Defensive Coordinator/Defensive Backs
1988,33,College,Pittsburgh,Defensive Coordinator/Defensive Backs
1989,34,NFL,Pittsburgh Steelers,Defensive Backs
1990,35,NFL,Pittsburgh Steelers,Defensive Backs
1991,36,NFL,Pittsburgh Steelers,Defensive Backs
1992,37,NFL,San Diego Chargers,Defensive Backs
1993,38,NFL,San Diego Chargers,Defensive Backs
1994,39,NFL,Los Angeles Raiders,Defensive Coordinator
1995,40,NFL,Oakland Raiders,Defensive Coordinator
1996,41,NFL,St. Louis Rams,Consultant
1997,42,NFL,New York Giants,Defensive Coordinator
1998,43,NFL,New York Giants,Defensive Coordinator
1999,44,NFL,New York Giants,Defensive Coordinator
2000,45,NFL,New York Giants,Defensive Coordinator
2001,46,NFL,New York Giants,Defensive Coordinator
2002,47,NFL,Carolina Panthers,Head Coach
2003,48,NFL,Carolina Panthers,Head Coach
2004,49,NFL,Carolina Panthers,Head Coach
2005,50,NFL,Carolina Panthers,Head Coach
2006,51,NFL,Carolina Panthers,Head Coach
2007,52,NFL,Carolina Panthers,Head Coach
2008,53,NFL,Carolina Panthers,Head Coach
2009,54,NFL,Carolina Panthers,Head Coach
2010,55,NFL,Carolina Panthers,Head Coach
2011,56,NFL,Denver Broncos,Head Coach
2012,57,NFL,Denver Broncos,Head Coach
2013,58,NFL,Denver Broncos,Head Coach
2014,59,NFL,Denver Broncos,Head Coach
2015,60,NFL,Chicago Bears,Head Coach
2016,61,NFL,Chicago Bears,Head Coach
2017,62,NFL,Chicago Bears,Head Coach
2022,67,NFL,Indianapolis Colts,Senior Defensive Asst.
2023,68,NFL,Detroit Lions,Senior Defensive Asst.
