Year,Age,Level,Employer,Role
1971,23,High School,Lincoln High School (Lincoln CA),Offensive Coordinator
1972,24,High School,Sacred Heart High School (San Francisco CA),Offensive Coordinator
1973,25,High School,Sacred Heart High School (San Francisco CA),Offensive Coordinator
1974,26,High School,Sacred Heart High School (San Francisco CA),Offensive Coordinator
1975,27,High School,Oak Grove High School (San Jose CA),Assistant
1976,28,High School,Oak Grove High School (San Jose CA),Assistant
1977,29,High School,Oak Grove High School (San Jose CA),Assistant
1978,30,High School,Oak Grove High School (San Jose CA),Assistant
1979,31,High School,Oak Grove High School (San Jose CA),Assistant
1980,32,High School,Oak Grove High School (San Jose CA),Assistant
1981,33,College,San Francisco State,Offensive Coordinator/QBs
1982,34,College,Brigham Young,Quarterbacks
1983,35,College,Brigham Young,Quarterbacks
1984,36,College,Brigham Young,Quarterbacks
1985,37,College,Brigham Young,Quarterbacks
1986,38,NFL,San Francisco 49ers,Quarterbacks
1987,39,NFL,San Francisco 49ers,Quarterbacks
1988,40,NFL,San Francisco 49ers,Quarterbacks
1989,41,NFL,San Francisco 49ers,Offensive Coordinator
1990,42,NFL,San Francisco 49ers,Offensive Coordinator
1991,43,NFL,San Francisco 49ers,Offensive Coordinator
1992,44,NFL,Green Bay Packers,Head Coach
1993,45,NFL,Green Bay Packers,Head Coach
1994,46,NFL,Green Bay Packers,Head Coach
1995,47,NFL,Green Bay Packers,Head Coach
1996,48,NFL,Green Bay Packers,Head Coach
1997,49,NFL,Green Bay Packers,Head Coach
1998,50,NFL,Green Bay Packers,Head Coach
1999,51,NFL,Seattle Seahawks,Head Coach
2000,52,NFL,Seattle Seahawks,Head Coach
2001,53,NFL,Seattle Seahawks,Head Coach
2002,54,NFL,Seattle Seahawks,Head Coach
2003,55,NFL,Seattle Seahawks,Head Coach
2004,56,NFL,Seattle Seahawks,Head Coach
2005,57,NFL,Seattle Seahawks,Head Coach
2006,58,NFL,Seattle Seahawks,Head Coach
2007,59,NFL,Seattle Seahawks,Head Coach
2008,60,NFL,Seattle Seahawks,Head Coach
