,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
0,1943,45,BKN,NFL,10,2,8,0,.200,-14.8,-12.7,-2.1,,,,,5,
1,1944,46,BKN,NFL,5,0,5,0,.000,-6.6,-9.4,2.8,,,,,5,
