,Year,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
11,2011,227,4348,964,4.5,15,4,264,289,530,2751,15,11,4.9,156,399,1597,7,4.0,82,96,777,26,169,26.0,8.3,Own 27.6,2:36,5.9,25.6,1.30,221,86,38.9%,13,8,61.5%,31,17,54.8%
12,2010,232,4429,974,4.5,35,14,272,363,593,3425,15,21,5.3,182,333,1004,5,3.0,61,86,716,29,179,25.7,17.3,Own 30.2,2:33,5.6,24.7,1.22,209,70,33.5%,16,10,62.5%,40,16,40.0%
13,2009,324,4885,967,5.1,22,10,274,319,548,3447,22,12,5.8,186,372,1438,7,3.9,70,102,903,18,178,28.7,12.4,Own 28.7,2:33,5.6,27.4,1.51,227,96,42.3%,10,7,70.0%,42,19,45.2%
14,2008,223,3795,974,3.9,29,9,240,301,533,2511,12,20,4.3,149,390,1284,7,3.3,73,91,801,18,188,22.9,14.4,Own 30.6,2:27,5.3,20.1,1.09,226,71,31.4%,21,10,47.6%,42,14,33.3%
15,2007,269,4262,933,4.6,25,14,249,292,536,2824,22,11,4.9,158,361,1438,6,4.0,74,73,556,17,175,26.3,13.1,Own 29.7,2:27,5.5,24.2,1.43,215,87,40.5%,19,6,31.6%,38,21,55.3%
16,2006,315,4805,976,4.9,29,9,269,319,529,3393,21,20,6.0,176,408,1412,9,3.5,72,104,862,21,188,27.7,15.4,Own 33.1,2:28,5.3,25.6,1.49,219,86,39.3%,12,6,50.0%,45,21,46.7%
17,2005,258,4544,998,4.6,30,15,275,315,549,3168,15,15,5.3,179,402,1376,10,3.4,75,120,1031,21,181,27.1,14.9,Own 30.7,2:35,5.7,25.0,1.36,232,92,39.7%,17,6,35.3%,48,23,47.9%
18,2004,251,4134,882,4.7,32,13,248,269,484,2835,14,19,5.4,146,357,1299,8,3.6,79,104,875,23,174,25.9,17.2,Own 28.3,2:23,5.2,23.7,1.28,193,63,32.6%,13,7,53.8%,33,16,48.5%
19,2003,327,4783,968,4.9,25,11,270,294,484,3042,20,14,5.9,155,449,1741,14,3.9,89,96,709,26,195,28.2,12.3,Own 31.2,2:25,5.1,24.4,1.54,209,71,34.0%,16,7,43.8%,45,23,51.1%
20,2002,345,4835,982,4.9,36,17,279,336,573,3460,19,19,5.6,178,359,1375,16,3.8,77,106,927,24,188,29.8,16.5,Own 34.2,2:22,5.4,25.6,1.66,225,98,43.6%,13,7,53.8%,41,23,56.1%
21,2001,212,4137,919,4.5,28,12,254,295,525,2942,19,16,5.1,160,339,1195,5,3.5,70,71,585,24,178,18.5,13.5,Own 29.0,2:21,5.3,23.0,1.10,199,68,34.2%,17,4,23.5%,37,20,54.1%
22,2000,255,4713,985,4.8,35,18,252,280,521,3020,13,17,5.4,153,425,1693,9,4.0,82,105,876,17,191,26.7,16.8,Own 30.7,2:24,5.3,24.1,1.26,221,78,35.3%,17,8,47.1%,42,13,31.0%
23,1999,320,4884,953,5.1,28,14,260,245,463,2926,20,14,5.8,142,451,1958,10,4.3,92,101,813,26,193,25.9,13.5,Own 30.1,2:22,5.1,25.2,1.40,203,64,31.5%,16,8,50.0%,40,17,42.5%
24,1998,303,4963,1002,5.0,29,13,266,268,482,3321,17,16,6.3,155,479,1642,8,3.4,88,106,854,23,,,,,,,,,,,,,,,,,
25,1997,307,4705,1005,4.7,34,14,285,295,554,3387,24,20,5.6,177,403,1318,5,3.3,82,90,708,26,,,,,,,,,,,,,,,,,
26,1996,257,4362,1009,4.3,40,17,286,322,547,2947,17,23,4.9,174,411,1415,7,3.4,80,97,746,32,,,,,,,,,,,,,,,,,
27,1995,327,4561,943,4.8,34,12,272,314,531,3240,24,22,5.7,181,370,1321,9,3.6,67,101,931,24,,,,,,,,,,,,,,,,,
28,1994,234,4326,1008,4.3,31,14,262,280,532,2874,12,17,4.9,156,421,1452,7,3.4,76,91,763,30,,,,,,,,,,,,,,,,,
29,1993,281,4531,962,4.7,38,14,267,277,521,3163,16,24,5.6,163,399,1368,6,3.4,74,77,652,30,,,,,,,,,,,,,,,,,
30,1992,225,4658,949,4.9,43,21,266,252,478,2817,15,22,5.5,146,435,1841,6,4.2,99,104,814,21,,,,,,,,,,,,,,,,,
31,1991,344,5168,1039,5.0,30,11,320,334,535,3586,21,19,6.3,194,466,1582,14,3.4,98,84,685,28,,,,,,,,,,,,,,,,,
32,1990,240,4115,940,4.4,42,18,257,236,460,2500,9,24,5.1,130,446,1615,13,3.6,102,89,719,25,,,,,,,,,,,,,,,,,
33,1989,326,5549,1077,5.2,42,21,323,290,548,3541,17,21,6.1,177,498,2008,16,4.0,112,96,785,34,,,,,,,,,,,,,,,,,
34,1988,421,5805,1067,5.4,33,13,319,309,532,3941,25,20,7.2,181,516,1864,20,3.6,110,79,705,28,,,,,,,,,,,,,,,,,
35,1987,299,4920,962,5.1,44,17,289,290,481,3310,22,27,6.5,170,455,1610,8,3.5,94,95,771,25,,,,,,,,,,,,,,,,,
36,1986,336,5252,1050,5.0,33,13,303,311,536,3380,22,20,5.8,176,471,1872,10,4.0,97,109,904,30,,,,,,,,,,,,,,,,,
37,1985,355,4659,990,4.7,34,14,273,287,484,2783,18,20,5.4,144,470,1876,19,4.0,105,89,679,24,,,,,,,,,,,,,,,,,
38,1984,310,4916,1016,4.8,42,11,282,299,515,3299,19,31,5.9,167,454,1617,12,3.6,87,107,945,28,,,,,,,,,,,,,,,,,
39,1983,303,4732,1006,4.7,45,17,278,238,447,2899,19,28,5.8,151,509,1833,14,3.6,100,96,782,27,,,,,,,,,,,,,,,,,
40,1982,146,2874,599,4.8,25,8,174,176,329,2112,12,17,5.8,111,236,762,5,3.2,49,45,355,14,,,,,,,,,,,,,,,,,
41,1981,297,5652,1084,5.2,46,16,323,302,544,3783,22,30,6.5,181,500,1869,10,3.7,114,112,960,28,,,,,,,,,,,,,,,,,
42,1980,313,5134,1036,5.0,40,14,302,280,532,3372,25,26,6.1,171,486,1762,9,3.6,101,93,806,30,,,,,,,,,,,,,,,,,
43,1979,262,4270,1035,4.1,42,15,260,226,480,2561,19,27,4.8,135,506,1709,9,3.4,95,94,732,30,,,,,,,,,,,,,,,,,
44,1978,195,4168,999,4.2,48,21,265,221,442,2394,10,27,4.9,119,513,1774,11,3.5,106,109,987,40,,,,,,,,,,,,,,,,,
45,1977,243,3692,882,4.2,44,13,228,157,357,1969,16,31,5.1,112,493,1723,9,3.5,80,82,784,36,,,,,,,,,,,,,,,,,
46,1976,138,3323,866,3.8,46,24,182,158,373,1866,9,22,4.5,96,452,1457,5,3.2,69,80,630,17,,,,,,,,,,,,,,,,,
47,1975,162,3661,870,4.2,37,10,214,183,396,1836,9,27,4.2,97,431,1825,8,4.2,91,82,701,26,,,,,,,,,,,,,,,,,
48,1974,189,3074,863,3.6,47,22,200,147,339,1466,14,25,3.7,83,472,1608,7,3.4,87,76,575,30,,,,,,,,,,,,,,,,,
49,1973,210,3324,880,3.8,55,18,210,164,359,1672,11,37,4.3,91,488,1652,8,3.4,95,86,757,24,,,,,,,,,,,,,,,,,
50,1972,175,3771,896,4.2,48,20,228,206,411,2056,9,28,4.6,116,445,1715,6,3.9,88,77,712,24,,,,,,,,,,,,,,,,,
51,1971,292,4248,881,4.8,35,18,225,235,408,2766,16,17,6.3,132,440,1482,13,3.4,81,81,784,12,,,,,,,,,,,,,,,,,
52,1970,272,3996,906,4.4,38,15,225,191,393,2317,21,23,5.5,120,487,1679,8,3.4,91,76,790,14,,,,,,,,,,,,,,,,,
53,1969,404,4401,898,4.9,41,16,260,227,410,2669,27,25,6.0,142,455,1732,17,3.8,101,79,793,17,,,,,,,,,,,,,,,,,
54,1968,397,4785,882,5.4,26,9,244,220,413,3161,29,17,7.2,131,441,1624,14,3.7,92,79,844,21,,,,,,,,,,,,,,,,,
55,1967,320,3955,844,4.7,39,13,228,201,397,2578,22,26,6.1,128,418,1377,12,3.3,80,73,833,20,,,,,,,,,,,,,,,,,
56,1966,347,4291,903,4.8,40,16,238,192,397,2505,27,24,5.8,105,468,1786,11,3.8,107,82,835,26,,,,,,,,,,,,,,,,,
57,1965,397,4530,869,5.2,27,15,243,173,353,2450,25,12,6.3,109,483,2080,19,4.3,122,58,615,12,,,,,,,,,,,,,,,,,
58,1964,315,4231,874,4.8,26,14,253,185,378,2237,16,12,5.3,121,454,1994,15,4.4,109,81,706,23,,,,,,,,,,,,,,,,,
59,1963,295,4829,837,5.8,44,19,244,191,384,3101,21,25,7.4,132,419,1728,14,4.1,90,78,780,22,,,,,,,,,,,,,,,,,
60,1962,363,4625,801,5.8,38,10,250,223,438,3206,34,28,7.3,157,363,1419,13,3.9,78,53,581,15,,,,,,,,,,,,,,,,,
61,1961,287,3909,816,4.8,45,20,218,201,420,2446,22,25,5.8,132,396,1463,11,3.7,71,57,533,15,,,,,,,,,,,,,,,,,
62,1960,275,4284,775,5.5,29,13,224,184,361,2791,20,16,7.7,120,414,1493,13,3.6,90,58,565,14,,,,,,,,,,,,,,,,,
63,1959,216,3342,690,4.8,34,12,179,128,285,1842,12,22,6.5,80,405,1500,10,3.7,85,55,483,14,,,,,,,,,,,,,,,,,
64,1958,230,3383,737,4.6,42,18,209,173,334,1892,11,24,5.7,114,403,1491,14,3.7,81,62,585,14,,,,,,,,,,,,,,,,,
65,1957,178,2791,646,4.3,42,23,156,112,234,1366,12,19,5.8,77,412,1425,7,3.5,69,43,370,10,,,,,,,,,,,,,,,,,
66,1956,250,3186,702,4.5,40,22,167,128,234,1443,14,18,6.2,66,468,1743,14,3.7,93,69,606,8,,,,,,,,,,,,,,,,,
67,1955,285,3109,736,4.2,29,19,176,123,242,1295,19,10,5.4,67,494,1814,11,3.7,98,66,657,11,,,,,,,,,,,,,,,,,
68,1954,263,4370,761,5.7,50,20,221,167,295,2177,18,30,7.4,93,466,2193,14,4.7,120,97,823,8,,,,,,,,,,,,,,,,,
69,1953,263,3381,738,4.6,35,14,184,193,372,2256,22,21,6.1,110,366,1125,9,3.1,63,66,603,11,,,,,,,,,,,,,,,,,
70,1952,273,4289,829,5.2,40,13,224,167,369,2545,24,27,6.9,115,460,1744,8,3.8,100,71,623,9,,,,,,,,,,,,,,,,,
71,1951,235,3345,765,4.4,46,16,188,136,266,1486,12,30,5.6,74,499,1859,13,3.7,97,84,725,17,,,,,,,,,,,,,,,,,
72,1950,195,3321,760,4.4,38,16,198,146,300,1432,10,22,4.8,77,460,1889,12,4.1,111,77,733,10,,,,,,,,,,,,,,,,,
73,1949,214,3753,800,4.7,31,9,210,161,337,1891,9,22,5.6,98,463,1862,17,4.0,100,97,862,12,,,,,,,,,,,,,,,,,
74,1948,243,3635,713,5.1,31,18,188,149,279,1987,18,13,7.1,83,434,1648,7,3.8,90,106,927,15,,,,,,,,,,,,,,,,,
75,1947,259,3469,647,5.4,32,14,170,98,244,1847,20,18,7.6,68,403,1622,11,4.0,88,78,622,14,,,,,,,,,,,,,,,,,
76,1946,117,2693,628,4.3,31,17,147,64,162,939,6,14,5.8,44,466,1754,9,3.8,94,75,707,9,,,,,,,,,,,,,,,,,
77,1945,220,2991,550,5.4,27,14,116,103,187,1617,14,13,8.6,49,363,1374,16,3.8,64,61,600,3,,,,,,,,,,,,,,,,,
78,1942,119,2388,577,4.1,28,7,114,100,211,1183,9,21,5.6,50,366,1205,6,3.3,59,60,512,5,,,,,,,,,,,,,,,,,
79,1941,276,2724,615,4.4,27,8,116,84,189,1168,10,19,6.2,34,426,1556,17,3.7,72,54,495,10,,,,,,,,,,,,,,,,,
80,1940,178,2722,630,4.3,23,15,,83,192,1231,9,8,6.4,,438,1491,12,3.4,,0,0,,,,,,,,,,,,,,,,,,
81,1939,216,3069,633,4.8,22,11,,88,193,1368,10,11,7.1,,440,1701,18,3.9,,0,0,,,,,,,,,,,,,,,,,,
82,1938,169,2581,610,4.2,22,8,,74,185,1213,13,14,6.6,,425,1368,7,3.2,,0,0,,,,,,,,,,,,,,,,,,
83,1937,145,2213,590,3.8,40,23,,60,185,902,9,17,4.9,,405,1311,7,3.2,,0,0,,,,,,,,,,,,,,,,,,
84,1936,187,3057,707,4.3,51,26,,52,164,907,13,25,5.5,,543,2150,11,4.0,,0,0,,,,,,,,,,,,,,,,,,
85,1935,209,3165,752,4.2,48,27,,68,209,1208,13,21,5.8,,543,1957,12,3.6,,0,0,,,,,,,,,,,,,,,,,,
86,1934,206,3179,650,4.9,20,0,,45,133,610,10,20,4.6,,517,2569,15,5.0,,0,0,,,,,,,,,,,,,,,,,,
87,1933,208,2735,583,4.7,19,0,,57,142,930,8,19,6.5,,441,1805,16,4.1,,0,0,,,,,,,,,,,,,,,,,,
