,Team Abbreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,bba,370.0,4445.0,792.0,5.6,51.0,29.0,170.0,146.0,295.0,2370.0,23.0,22.0,8.0,68.0,497.0,2075.0,21.0,4.2,94.0,73.0,588.0,8.0,,,,,,,,,,,,,,,,,
1,bda,339.0,4535.0,830.0,5.5,38.0,26.0,192.0,132.0,255.0,2077.0,19.0,12.0,8.1,69.0,575.0,2458.0,24.0,4.3,114.0,53.0,395.0,9.0,,,,,,,,,,,,,,,,,
2,byk,273.0,3494.0,679.0,5.1,31.0,14.0,182.0,106.0,227.0,1642.0,15.0,17.0,7.2,69.0,452.0,1852.0,22.0,4.1,104.0,84.0,870.0,9.0,,,,,,,,,,,,,,,,,
3,chi,193.0,2654.0,591.0,4.5,49.0,22.0,137.0,108.0,257.0,1610.0,14.0,27.0,6.3,68.0,334.0,1044.0,12.0,3.1,57.0,76.0,716.0,12.0,,,,,,,,,,,,,,,,,
4,cle,137.0,2933.0,845.0,3.5,64.0,23.0,160.0,125.0,299.0,1317.0,8.0,41.0,4.4,56.0,546.0,1616.0,8.0,3.0,89.0,48.0,326.0,15.0,,,,,,,,,,,,,,,,,
5,cra,315.0,3336.0,734.0,4.5,53.0,22.0,129.0,119.0,259.0,1618.0,19.0,31.0,6.2,50.0,475.0,1718.0,16.0,3.6,69.0,73.0,553.0,10.0,,,,,,,,,,,,,,,,,
6,crd,198.0,2852.0,711.0,4.0,45.0,20.0,176.0,118.0,273.0,1603.0,14.0,25.0,5.9,66.0,438.0,1249.0,12.0,2.9,95.0,80.0,673.0,15.0,,,,,,,,,,,,,,,,,
7,det,310.0,3673.0,730.0,5.0,29.0,16.0,203.0,123.0,249.0,1975.0,20.0,13.0,7.9,78.0,481.0,1698.0,21.0,3.5,104.0,100.0,912.0,21.0,,,,,,,,,,,,,,,,,
8,gnb,158.0,2660.0,581.0,4.6,52.0,28.0,158.0,94.0,214.0,1288.0,6.0,24.0,6.0,59.0,367.0,1372.0,14.0,3.7,84.0,76.0,628.0,15.0,,,,,,,,,,,,,,,,,
9,lda,290.0,3457.0,735.0,4.7,37.0,17.0,144.0,138.0,284.0,2101.0,17.0,20.0,7.4,65.0,451.0,1356.0,19.0,3.0,71.0,50.0,329.0,8.0,,,,,,,,,,,,,,,,,
10,msa,378.0,4124.0,780.0,5.3,44.0,20.0,155.0,123.0,252.0,1876.0,19.0,24.0,7.4,53.0,528.0,2248.0,24.0,4.3,93.0,68.0,625.0,9.0,,,,,,,,,,,,,,,,,
11,naa,192.0,2619.0,701.0,3.7,34.0,18.0,119.0,123.0,252.0,1564.0,13.0,16.0,6.2,47.0,449.0,1055.0,9.0,2.3,61.0,51.0,449.0,11.0,,,,,,,,,,,,,,,,,
12,nyg,162.0,3112.0,652.0,4.8,45.0,26.0,161.0,128.0,258.0,1823.0,9.0,19.0,7.1,72.0,394.0,1289.0,9.0,3.3,77.0,94.0,837.0,12.0,,,,,,,,,,,,,,,,,
13,phi,220.0,2483.0,638.0,3.9,44.0,18.0,146.0,95.0,220.0,1360.0,11.0,26.0,6.2,56.0,418.0,1123.0,17.0,2.7,72.0,91.0,817.0,18.0,,,,,,,,,,,,,,,,,
14,pit,117.0,2693.0,628.0,4.3,31.0,17.0,147.0,64.0,162.0,939.0,6.0,14.0,5.8,44.0,466.0,1754.0,9.0,3.8,94.0,75.0,707.0,9.0,,,,,,,,,,,,,,,,,
15,ram,257.0,3479.0,667.0,5.2,38.0,15.0,170.0,112.0,265.0,2154.0,21.0,23.0,8.1,75.0,402.0,1325.0,13.0,3.3,76.0,89.0,702.0,19.0,,,,,,,,,,,,,,,,,
16,sfo,189.0,3023.0,784.0,3.9,47.0,26.0,140.0,185.0,359.0,2150.0,15.0,21.0,6.0,79.0,425.0,873.0,7.0,2.1,56.0,47.0,377.0,5.0,,,,,,,,,,,,,,,,,
17,was,191.0,2445.0,623.0,3.9,34.0,10.0,147.0,101.0,216.0,1342.0,10.0,24.0,6.2,56.0,407.0,1103.0,12.0,2.7,71.0,66.0,552.0,20.0,,,,,,,,,,,,,,,,,
