Year,Tm,Role,Tms,WL%,T/G,Pts±,Yds±,Yds,Pts,GvA,Att,Yds Rushing Off,TD,Y/A,FL,Att Passing Off,Yds Defense,TD Rushing Def,Int,NY/A,Yds Passing Def,Pts_2,TkA,Att_2,Yds_5,TD_2,Y/A_1,FR,Att_3,Yds_6,TD_3,Int_1,nY/A
1991,NYG,DC,28,14,17,19,11,16,19,3,7,6,7,6,15,27,23,20,1,11,7,12,26,10,16,12,20,25,4,6,11,22,17
1993,NWE,DC,28,23,24,22,11,12,22,18,4,13,19,22,4,5,12,17,24,18,13,11,24,24,22,10,17,25,6,4,18,19,9
1994,NWE,DC,28,6,11,9,7,4,8,25,11,27,11,28,11,1,1,4,27,8,18,12,1,8,19,11,26,3,16,16,14,4,12
1995,NWE,DC,30,24,25,25,19,12,23,24,12,10,8,14,29,1,15,27,13,28,28,25,18,16,22,11,23,13,14,25,27,22,26
1996,NWE,DC,30,5,7,5,12,7,2,10,22,26,7,25,11,2,3,4,8,14,19,14,10,11,6,20,3,20,29,28,6,4,19
2000,NYJ,HC,31,13,20,18,11,12,17,29,19,24,21,26,8,1,6,8,30,13,10,13,8,25,23,6,11,11,11,6,9,6,6
