Team Abbreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
atl,325,5582.0,997.0,5.6,28.0,13,303.0,335,536,3871,25,15,6.9,197.0,433,1711,10,4.0,89.0,110,892,17.0,171.0,32.2,15.2,27.9,2.8333333333333335,6.0,32.6,1.78,214.0,97.0,0.45299999999999996,17.0,8.0,0.47100000000000003,51.0,26.0,0.51
buf,326,5449.0,1086.0,5.0,33.0,5,310.0,295,519,2948,14,28,5.4,157.0,535,2501,19,4.7,134.0,107,919,19.0,192.0,28.6,16.7,29.7,2.716666666666667,5.8,28.3,1.55,240.0,97.0,0.40399999999999997,26.0,14.0,0.5379999999999999,50.0,27.0,0.54
car,308,5053.0,976.0,5.2,37.0,15,290.0,305,495,3056,14,22,5.8,155.0,450,1997,15,4.4,109.0,82,632,26.0,181.0,26.5,19.3,31.0,2.6333333333333333,5.5,27.9,1.44,197.0,70.0,0.355,17.0,9.0,0.529,50.0,25.0,0.5
chi,375,5404.0,1033.0,5.2,28.0,15,312.0,341,531,3382,29,13,6.0,186.0,467,2022,14,4.3,105.0,88,744,21.0,193.0,35.2,13.5,32.1,2.6333333333333333,5.5,28.0,1.95,226.0,93.0,0.41200000000000003,13.0,6.0,0.462,56.0,37.0,0.6609999999999999
cin,291,4822.0,980.0,4.9,25.0,6,276.0,318,547,3249,18,19,5.6,165.0,399,1573,12,3.9,95.0,99,767,16.0,185.0,28.6,13.5,31.4,2.466666666666667,5.5,25.8,1.51,210.0,81.0,0.386,15.0,7.0,0.467,40.0,19.0,0.475
cle,375,6229.0,1072.0,5.8,19.0,9,336.0,313,526,3915,22,10,6.9,189.0,506,2314,15,4.6,120.0,101,812,27.0,186.0,36.0,8.6,28.6,2.75,6.0,33.5,1.88,221.0,86.0,0.389,20.0,10.0,0.5,57.0,25.0,0.439
clt,307,5427.0,1084.0,5.0,26.0,10,320.0,372,583,3403,19,16,5.5,203.0,467,2024,10,4.3,106.0,92,889,11.0,179.0,33.0,14.0,28.9,2.8833333333333333,6.3,30.3,1.64,231.0,104.0,0.45,19.0,6.0,0.316,51.0,25.0,0.49
crd,325,5543.0,1038.0,5.3,29.0,8,289.0,346,593,3739,22,21,5.9,188.0,402,1804,13,4.5,81.0,104,840,20.0,196.0,27.6,13.8,28.5,2.466666666666667,5.4,28.3,1.54,232.0,82.0,0.353,24.0,12.0,0.5,47.0,22.0,0.46799999999999997
dal,250,5054.0,979.0,5.2,21.0,10,286.0,344,572,3606,19,11,5.9,186.0,365,1448,7,4.0,74.0,93,768,26.0,181.0,24.3,11.6,26.1,2.4833333333333334,5.6,27.9,1.3,200.0,70.0,0.35,12.0,6.0,0.5,32.0,18.0,0.563
den,324,5040.0,1007.0,5.0,30.0,13,290.0,298,510,2981,18,17,5.4,167.0,458,2059,11,4.5,99.0,78,726,24.0,185.0,31.4,15.7,27.6,2.6,5.6,27.0,1.57,218.0,81.0,0.37200000000000005,16.0,8.0,0.5,48.0,24.0,0.5
det,494,6274.0,1029.0,6.1,23.0,14,332.0,371,545,4249,35,9,7.4,213.0,458,2025,18,4.4,95.0,113,944,24.0,192.0,43.8,10.4,35.8,2.5833333333333335,5.5,32.6,2.42,210.0,85.0,0.405,15.0,10.0,0.667,71.0,37.0,0.521
gnb,297,4551.0,948.0,4.8,40.0,10,272.0,294,540,3218,29,30,5.6,168.0,371,1333,5,3.6,68.0,107,914,36.0,186.0,25.3,21.0,31.1,2.3166666666666664,5.2,24.5,1.49,211.0,76.0,0.36,25.0,10.0,0.4,46.0,28.0,0.609
htx,333,5198.0,974.0,5.3,27.0,13,300.0,344,548,3487,19,14,6.0,175.0,396,1711,17,4.3,91.0,92,728,34.0,182.0,30.8,13.2,27.1,2.466666666666667,5.5,28.5,1.71,201.0,79.0,0.39299999999999996,21.0,9.0,0.429,37.0,24.0,0.649
jax,380,5637.0,982.0,5.7,25.0,10,307.0,345,510,3774,28,15,7.2,191.0,458,1863,12,4.1,100.0,64,498,16.0,168.0,38.1,14.3,29.3,2.8666666666666667,6.0,33.6,2.1,209.0,94.0,0.45,17.0,12.0,0.706,52.0,29.0,0.5579999999999999
kan,424,6211.0,1062.0,5.8,28.0,13,318.0,302,509,3707,25,15,7.0,178.0,531,2504,18,4.7,122.0,106,821,18.0,201.0,35.8,13.4,30.7,2.6166666666666667,5.5,30.8,1.93,223.0,85.0,0.381,11.0,6.0,0.545,53.0,30.0,0.5660000000000001
mia,390,5589.0,968.0,5.8,21.0,6,297.0,281,489,3754,23,15,7.0,184.0,435,1835,16,4.2,88.0,73,589,25.0,186.0,38.7,11.3,30.7,2.4333333333333336,5.4,30.0,2.0,198.0,69.0,0.348,15.0,8.0,0.5329999999999999,51.0,24.0,0.47100000000000003
min,312,4888.0,940.0,5.2,24.0,13,271.0,341,535,3494,26,11,6.0,183.0,357,1394,5,3.9,63.0,109,902,25.0,188.0,28.2,11.7,27.7,2.3333333333333335,5.1,25.9,1.51,200.0,69.0,0.345,12.0,5.0,0.41700000000000004,40.0,18.0,0.45
nor,341,5724.0,1044.0,5.5,39.0,13,310.0,330,574,3769,15,26,6.2,175.0,435,1955,19,4.5,111.0,86,717,24.0,194.0,31.4,18.0,28.5,2.4166666666666665,5.5,29.5,1.64,216.0,82.0,0.38,24.0,11.0,0.45799999999999996,56.0,22.0,0.39299999999999996
nwe,285,5123.0,941.0,5.4,28.0,10,289.0,300,512,3355,25,18,6.2,193.0,398,1768,6,4.4,80.0,91,780,16.0,179.0,25.1,14.0,27.4,2.4333333333333336,5.4,28.4,1.45,194.0,72.0,0.371,21.0,10.0,0.47600000000000003,40.0,22.0,0.55
nyg,427,5198.0,953.0,5.5,24.0,11,308.0,314,498,3425,31,13,6.5,182.0,423,1773,21,4.2,103.0,88,678,23.0,182.0,38.5,11.5,31.6,2.5166666666666666,5.4,28.5,2.3,199.0,77.0,0.387,19.0,12.0,0.632,62.0,42.0,0.677
nyj,236,4037.0,953.0,4.2,31.0,14,237.0,259,501,2459,8,17,4.6,128.0,420,1578,11,3.8,87.0,87,680,22.0,187.0,20.3,14.4,28.8,2.45,5.2,21.6,1.02,219.0,69.0,0.315,19.0,7.0,0.368,33.0,14.0,0.424
oti,402,5850.0,1038.0,5.6,27.0,7,323.0,404,604,4139,31,20,6.5,210.0,402,1711,16,4.3,89.0,94,724,24.0,190.0,36.3,13.7,32.3,2.6833333333333336,5.6,30.8,2.08,218.0,89.0,0.408,17.0,12.0,0.706,56.0,33.0,0.589
phi,337,5137.0,1037.0,5.0,38.0,13,295.0,354,580,3462,27,25,5.5,179.0,413,1675,11,4.1,81.0,104,789,35.0,197.0,29.9,17.3,31.7,2.5833333333333335,5.4,26.0,1.67,221.0,73.0,0.33,30.0,17.0,0.5670000000000001,51.0,29.0,0.569
pit,324,4885.0,967.0,5.1,22.0,10,274.0,319,548,3447,22,12,5.8,186.0,372,1438,7,3.9,70.0,102,903,18.0,178.0,28.7,12.4,28.7,2.55,5.6,27.4,1.51,227.0,96.0,0.423,10.0,7.0,0.7,42.0,19.0,0.452
rai,379,5791.0,1023.0,5.7,20.0,12,314.0,259,438,3303,16,8,7.0,158.0,548,2488,24,4.5,126.0,86,684,30.0,193.0,36.3,7.8,30.7,2.6333333333333333,5.5,30.1,1.92,216.0,77.0,0.35600000000000004,14.0,9.0,0.643,65.0,31.0,0.47700000000000004
ram,436,5965.0,1016.0,5.9,20.0,12,333.0,315,491,3764,22,8,7.3,182.0,500,2201,24,4.4,127.0,80,613,24.0,184.0,35.3,10.3,28.0,2.716666666666667,5.6,32.4,2.06,209.0,91.0,0.435,12.0,6.0,0.5,59.0,36.0,0.61
rav,261,4808.0,991.0,4.9,32.0,10,280.0,306,524,3316,17,22,6.0,164.0,435,1492,8,3.4,82.0,88,741,34.0,186.0,26.3,16.7,26.9,2.6666666666666665,5.5,25.8,1.33,218.0,80.0,0.36700000000000005,17.0,7.0,0.41200000000000003,43.0,18.0,0.419
sdg,320,5232.0,991.0,5.3,25.0,11,309.0,326,534,3348,23,14,5.9,177.0,422,1884,10,4.5,112.0,103,795,20.0,168.0,34.5,14.3,29.0,2.8666666666666667,6.1,30.9,1.82,203.0,82.0,0.40399999999999997,20.0,10.0,0.5,55.0,29.0,0.527
sea,390,5703.0,1024.0,5.6,23.0,10,305.0,374,568,3927,27,13,6.6,204.0,428,1776,17,4.1,80.0,111,971,21.0,196.0,33.7,10.7,29.4,2.65,5.4,29.1,1.91,223.0,87.0,0.39,12.0,6.0,0.5,55.0,31.0,0.564
sfo,281,5222.0,1050.0,5.0,33.0,15,278.0,352,580,3670,14,18,5.9,176.0,426,1552,12,3.6,77.0,114,969,25.0,206.0,26.7,15.5,29.6,2.35,5.3,25.2,1.31,240.0,88.0,0.36700000000000005,15.0,6.0,0.4,47.0,19.0,0.40399999999999997
tam,400,5849.0,1039.0,5.6,29.0,10,324.0,301,482,3318,28,19,6.5,171.0,529,2531,16,4.8,129.0,80,731,24.0,190.0,36.8,14.2,31.1,2.6666666666666665,5.6,30.7,2.03,214.0,86.0,0.402,15.0,9.0,0.6,50.0,25.0,0.5
was,336,5115.0,1000.0,5.1,17.0,6,280.0,314,511,3316,19,11,6.0,176.0,449,1799,10,4.0,85.0,98,763,19.0,178.0,33.7,9.6,31.8,2.8166666666666664,5.8,28.7,1.66,219.0,87.0,0.397,17.0,4.0,0.235,41.0,16.0,0.39
