Year,Tm,Role,Tms,WL%,T/G,Pts±,Yds±,Yds,Pts,GvA,Att,Yds Rushing Off,TD,Y/A,FL,Att Passing Off,Yds Defense,TD Rushing Def,Int,NY/A,Yds Passing Def,Pts_2,TkA,Att_2,Yds_5,TD_2,Y/A_1,FR,Att_3,Yds_6,TD_3,Int_1,nY/A
1966,ATL,HC,15,14,12,14,15,14,15,13,11,11,11,10,10,12,12,10,12,13,15,14,10,13,15,14,15,10,5,15,13,10,14
1967,ATL,HC,16,16,15,16,16,16,16,11,14,13,16,11,8,11,13,13,11,16,16,16,16,16,16,13,12,13,11,15,16,13,16
1968,ATL,HC,16,15,13,16,16,16,16,13,15,15,11,15,11,14,14,16,13,15,16,15,12,16,16,12,11,5,10,15,16,14,16
1969,NYG,DC,16,9,5,10,6,6,13,2,11,9,14,6,12,5,7,2,2,9,8,8,8,12,15,8,14,5,2,5,6,7,9
1970,NYG,DC,26,9,9,10,8,5,8,5,7,10,12,13,10,8,4,7,4,6,17,15,19,11,13,14,19,19,8,19,18,19,21
1971,NYG,DC,26,24,25,25,16,10,21,21,22,22,15,19,22,1,3,14,17,15,21,25,22,12,19,13,23,14,3,18,26,22,26
