,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
0,1966,39,Atlanta Falcons,NFL,14,3,11,0,.214,-15.5,-6.5,-9.0,,,,,7,
1,1967,40,Atlanta Falcons,NFL,14,1,12,1,.077,-14.5,-7.3,-7.2,,,,,4,
2,1968,41,Atlanta Falcons,NFL,3,0,3,0,.000,-12.0,-6.4,-5.6,,,,,4,
