,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Num,Won,Notes
0,1995,45,Carolina Panthers,NFL,16,7,9,0,.438,-3.8,-4.1,0.3,,,,,4,,,
1,1996,46,Carolina Panthers,NFL,16,12,4,0,.750,7.1,1.4,5.6,2,1,1,.500,1,,,
2,1997,47,Carolina Panthers,NFL,16,7,9,0,.438,-3.6,-4.4,0.8,,,,,2,,,
3,1998,48,Carolina Panthers,NFL,16,4,12,0,.250,-1.3,1.0,-2.4,,,,,4,,,
4,2002,52,Houston Texans,NFL,16,4,12,0,.250,-9.4,-8.4,-1.1,,,,,4,7,1,
5,2003,53,Houston Texans,NFL,16,5,11,0,.313,-6.0,-4.4,-1.5,,,,,4,2,1,
6,2004,54,Houston Texans,NFL,16,7,9,0,.438,-0.6,-2.4,1.8,,,,,3,6,1,
7,2005,55,Houston Texans,NFL,16,2,14,0,.125,-10.0,-4.4,-5.7,,,,,4,6,2,
