Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
1978,46,CLE,NFL,16,8,8,0,.500,-2.0,2.5,-4.5,,,,,3,
1979,47,CLE,NFL,16,9,7,0,.563,3.0,2.9,0.1,,,,,3,
1980,48,CLE,NFL,16,11,5,0,.688,1.8,1.7,0.1,1,0,1,.000,1,
1981,49,CLE,NFL,16,5,11,0,.313,-6.5,-4.1,-2.4,,,,,4,
1982,50,CLE,NFL,9,4,5,0,.444,-3.5,-5.0,1.5,1,0,1,.000,3,
1983,51,CLE,NFL,16,9,7,0,.563,-2.2,-0.9,-1.3,,,,,2,
1984,52,CLE,NFL,8,1,7,0,.125,-3.8,-6.1,2.3,,,,,3,
