Year,Age,Level,Employer,Role
1956,24,High School,Lafayette (NY),Head Coach
1957,25,High School,Lafayette (NY),Head Coach
1958,26,High School,Lafayette (NY),Head Coach
1959,27,High School,Greenwich (CT),Head Coach
1960,28,High School,Greenwich (CT),Head Coach
1961,29,High School,Greenwich (CT),Head Coach
1962,30,High School,Greeley (NY),Head Coach
1963,31,High School,Greeley (NY),Head Coach
1964,32,College,Connecticut,DB Coach
1965,33,College,Connecticut,DB Coach
1966,34,College,Maryland,WR Coach
1967,35,AFL,Denver Broncos,WR Coach
1968,36,AFL,Denver Broncos,WR Coach
1969,37,AFL,Denver Broncos,WR Coach
1970,38,NFL,Denver Broncos,WR Coach
1971,39,NFL,New England Patriots,WR Coach
1972,40,NFL,New England Patriots,WR Coach
1973,41,NFL,New England Patriots,WR Coach
1974,42,NFL,New York Jets,DB Coach
1975,43,NFL,New York Jets,DB Coach
1976,44,NFL,New Orleans Saints,WR Coach
1977,45,NFL,New Orleans Saints,WR Coach
1978,46,NFL,Cleveland Browns,Head Coach
1979,47,NFL,Cleveland Browns,Head Coach
1980,48,NFL,Cleveland Browns,Head Coach
1981,49,NFL,Cleveland Browns,Head Coach
1982,50,NFL,Cleveland Browns,Head Coach
1983,51,NFL,Cleveland Browns,Head Coach
1984,52,NFL,Cleveland Browns,Head Coach
1989,57,College,Liberty,Head Coach
1990,58,College,Liberty,Head Coach
1991,59,College,Liberty,Head Coach
1992,60,College,Liberty,Head Coach
1993,61,College,Liberty,Head Coach
1994,62,College,Liberty,Head Coach
1995,63,College,Liberty,Head Coach
1996,64,College,Liberty,Head Coach
1997,65,College,Liberty,Head Coach
1998,66,College,Liberty,Head Coach
1999,67,College,Liberty,Head Coach
2000,68,NFL Europe,Barcelona Dragons,Offensive Assistant
2001,69,NFL Europe,Barcelona Dragons,Offensive Assistant
2002,70,NFL Europe,Barcelona Dragons,Offensive Assistant
2003,71,NFL Europe,Barcelona Dragons,Offensive Assistant
2004,72,NFL Europe,Scottish Claymores,Offensive Assistant
2005,73,NFL Europe,Hamburg Sea Devils,Offensive Assistant
2006,74,NFL Europe,Hamburg Sea Devils,Offensive Assistant
