,Year,Tm,Role,Tms,WL%,T/G,Pts±,Yds±,Yds,Pts,GvA,Att,Yds Rushing Off,TD,Y/A,FL,Att Rushing Off,Yds Rushing Off Passing Off,TD Passing Off,Int,NY/A,Yds Passing Off,Pts Passing Off,TkA,Att Passing Off,Yds Passing Off Defense,TD Defense,Y/A Defense,FR,Att Defense,Yds Defense,TD Defense Rushing Def,Int Rushing Def,nY/A
0,1978,CLE,HC,28,15,22,20,12,5,8,25,16,5,10,4,28,10,8,6,12,10,25,25,5,12,11,19,13,12,28,28,20,7,25
1,1979,CLE,HC,28,11,26,15,12,3,9,23,18,14,15,3,13,4,6,3,26,12,24,20,25,23,27,27,26,14,16,19,4,23,20
2,1980,CLE,HC,28,4,10,10,14,5,8,3,25,26,14,19,12,5,2,3,3,5,23,12,22,10,6,8,5,25,25,28,17,17,25
3,1981,CLE,HC,28,25,28,26,7,4,24,28,23,20,21,13,28,3,4,12,23,15,16,23,19,15,18,10,15,9,4,15,25,27,25
4,1982,CLE,HC,28,15,7,24,26,17,23,17,21,23,14,27,5,3,12,19,24,21,23,17,2,24,26,26,25,7,9,14,5,4,23
5,1983,CLE,HC,28,7,19,11,7,10,13,11,22,19,21,14,2,5,6,9,22,12,9,14,23,18,14,17,10,28,5,9,15,16,17
6,1984,CLE,HC,28,22,18,21,10,24,25,18,14,21,23,26,14,17,18,24,19,17,2,6,14,13,15,2,15,12,5,3,3,13,6
