,Year,Tm,Role,Tms,WL%,T/G,Pts±,Yds±,Yds,Pts,GvA,Att,Yds Rushing Off,TD,Y/A,FL,Att Rushing Off,Yds Rushing Off Passing Off,TD Passing Off,Int,NY/A,Yds Passing Off,Pts Passing Off,TkA,Att Passing Off,Yds Passing Off Defense,TD Defense,Y/A Defense,FR,Att Defense,Yds Defense,TD Defense Rushing Def,Int Rushing Def,nY/A
0,2009,IND,HC,32,1,13,9,14,9,7,10,31,32,12,30,1,2,2,1,23,4,18,8,18,25,24,7,19,17,30,14,10,15,4
1,2010,IND,HC,32,8,19,11,8,4,4,12,28,29,12,27,6,1,1,2,18,8,20,23,28,22,25,20,25,13,17,13,9,30,16
2,2011,IND,HC,32,31,26,30,32,30,28,23,29,26,26,18,29,21,27,29,12,28,25,28,30,32,29,30,17,19,7,15,20,31,27
3,2012,BAL,OC,32,9,8,11,15,16,10,2,12,11,6,12,3,15,15,18,6,15,17,12,14,29,20,23,8,8,16,17,2,19,16
4,2013,BAL,OC,32,14,22,20,23,29,25,22,18,30,28,32,2,8,18,25,31,30,12,12,19,16,11,5,5,23,15,12,14,15,16
5,2014,DET,HC,32,6,6,13,5,19,22,6,25,28,17,29,9,11,12,17,8,19,2,3,8,2,1,5,1,23,28,13,11,3,6
6,2015,DET,HC,32,17,22,18,17,20,18,17,30,32,24,26,18,4,9,8,19,18,18,23,25,20,19,30,20,14,6,15,18,26,21
7,2016,DET,HC,32,11,20,21,24,21,20,5,31,30,26,27,3,11,11,16,10,15,18,13,28,9,18,2,20,29,12,19,31,23,27
8,2017,DET,HC,32,11,5,13,19,13,7,14,31,32,21,32,22,10,6,4,9,8,27,21,3,16,18,31,21,2,27,27,10,4,22
