,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
0,1974,46,DET,NFL,14,7,7,0,.500,-1.6,0.5,-2.1,,,,,2,
1,1975,47,DET,NFL,14,7,7,0,.500,-1.9,-3.2,1.3,,,,,2,
2,1976,48,DET,NFL,4,1,3,0,.250,2.8,-0.6,3.4,,,,,3,
