,Team Abbreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,atl,129,3242.0,866.0,3.7,48.0,22,192.0,141,320,1384,9,26,3.8,76.0,504,1858,5,3.7,100.0,99,860,16.0,,,,,,,,,,,,,,,,,
1,buf,313,4453.0,922.0,4.8,33.0,12,260.0,155,316,2048,17,21,6.2,98.0,589,2405,21,4.1,134.0,71,638,28.0,,,,,,,,,,,,,,,,,
2,chi,253,4285.0,948.0,4.5,31.0,13,241.0,182,377,2127,7,18,5.3,106.0,544,2158,14,4.0,124.0,83,731,11.0,,,,,,,,,,,,,,,,,
3,cin,235,4124.0,901.0,4.6,39.0,23,253.0,196,351,2227,14,16,5.9,113.0,525,1897,15,3.6,113.0,103,788,27.0,,,,,,,,,,,,,,,,,
4,cle,267,4115.0,895.0,4.6,39.0,16,261.0,184,340,2017,15,23,5.4,116.0,524,2098,14,4.0,113.0,117,979,32.0,,,,,,,,,,,,,,,,,
5,clt,221,3988.0,852.0,4.7,47.0,17,210.0,181,382,2190,10,30,5.1,116.0,423,1798,11,4.3,78.0,78,618,16.0,,,,,,,,,,,,,,,,,
6,crd,287,4504.0,914.0,4.9,31.0,12,258.0,198,375,2267,22,19,5.7,120.0,514,2237,11,4.4,122.0,82,817,16.0,,,,,,,,,,,,,,,,,
7,dal,212,3213.0,880.0,3.7,31.0,10,205.0,154,370,1562,14,21,3.7,94.0,457,1651,9,3.6,88.0,78,731,23.0,,,,,,,,,,,,,,,,,
8,den,148,3775.0,931.0,4.1,39.0,14,217.0,235,426,2244,11,25,4.9,123.0,470,1531,5,3.3,77.0,97,718,17.0,,,,,,,,,,,,,,,,,
9,det,252,3772.0,855.0,4.4,35.0,16,206.0,161,302,1867,14,19,5.6,103.0,521,1905,13,3.7,93.0,88,770,10.0,,,,,,,,,,,,,,,,,
10,gnb,219,4033.0,938.0,4.3,24.0,11,261.0,186,319,1719,10,13,4.8,105.0,582,2314,16,4.0,140.0,101,799,16.0,,,,,,,,,,,,,,,,,
11,kan,349,4993.0,992.0,5.0,44.0,23,304.0,175,333,2022,15,21,5.6,113.0,634,2971,23,4.7,169.0,105,929,22.0,,,,,,,,,,,,,,,,,
12,mia,197,3982.0,901.0,4.4,33.0,18,227.0,226,414,2233,10,15,5.1,117.0,467,1749,12,3.7,101.0,82,644,9.0,,,,,,,,,,,,,,,,,
13,min,227,3799.0,890.0,4.3,29.0,13,212.0,149,312,1581,15,16,4.6,80.0,548,2218,11,4.0,119.0,82,688,13.0,,,,,,,,,,,,,,,,,
14,nor,336,4622.0,940.0,4.9,25.0,15,272.0,154,290,1893,15,10,6.0,103.0,623,2729,21,4.4,153.0,104,972,16.0,,,,,,,,,,,,,,,,,
15,nwe,217,3638.0,866.0,4.2,29.0,10,215.0,188,356,2033,16,19,4.9,111.0,452,1605,8,3.6,86.0,71,610,18.0,,,,,,,,,,,,,,,,,
16,nyg,265,3870.0,884.0,4.4,32.0,20,226.0,185,328,2097,12,12,5.7,110.0,519,1773,16,3.4,94.0,106,886,22.0,,,,,,,,,,,,,,,,,
17,nyj,300,4648.0,978.0,4.8,28.0,17,283.0,215,377,2403,23,11,6.0,131.0,575,2245,14,3.9,137.0,89,788,15.0,,,,,,,,,,,,,,,,,
18,oti,230,3957.0,933.0,4.2,54.0,28,247.0,192,379,2142,12,26,5.2,124.0,522,1815,11,3.5,103.0,97,791,20.0,,,,,,,,,,,,,,,,,
19,phi,207,3793.0,926.0,4.1,34.0,13,216.0,183,358,1876,14,21,4.6,106.0,521,1917,10,3.7,95.0,84,698,15.0,,,,,,,,,,,,,,,,,
20,pit,243,3692.0,882.0,4.2,44.0,13,228.0,157,357,1969,16,31,5.1,112.0,493,1723,9,3.5,80.0,82,784,36.0,,,,,,,,,,,,,,,,,
21,rai,230,3976.0,810.0,4.9,47.0,21,204.0,177,367,2222,17,26,5.5,105.0,408,1754,7,4.3,86.0,82,717,13.0,,,,,,,,,,,,,,,,,
22,ram,146,3575.0,868.0,4.1,41.0,16,203.0,180,370,1877,11,25,4.6,94.0,462,1698,7,3.7,90.0,94,825,19.0,,,,,,,,,,,,,,,,,
23,sdg,205,3652.0,882.0,4.1,31.0,10,228.0,172,330,1725,14,21,4.6,105.0,508,1927,11,3.8,102.0,87,831,21.0,,,,,,,,,,,,,,,,,
24,sea,373,4818.0,963.0,5.0,36.0,11,295.0,199,349,2333,19,25,6.4,125.0,596,2485,21,4.2,152.0,96,794,18.0,,,,,,,,,,,,,,,,,
25,sfo,260,3457.0,863.0,4.0,18.0,10,221.0,139,270,1588,14,8,5.1,94.0,551,1869,16,3.4,107.0,96,820,20.0,,,,,,,,,,,,,,,,,
26,tam,223,3934.0,949.0,4.1,41.0,18,241.0,191,338,1903,10,23,5.2,106.0,581,2031,13,3.5,124.0,87,714,11.0,,,,,,,,,,,,,,,,,
27,was,189,4110.0,962.0,4.3,33.0,12,234.0,167,380,2071,12,21,4.9,102.0,537,2039,8,3.8,112.0,100,857,20.0,,,,,,,,,,,,,,,,,
