Team Abbreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
atl,179,3246.0,919.0,3.5,25.0,9,198.0,140,297,1356,8,16,4.0,80.0,582,1890,9,3.2,102.0,101,898,16.0,,,,,,,,,,,,,,,,,
buf,160,4391.0,944.0,4.7,44.0,20,246.0,221,458,2530,12,24,5.1,141.0,450,1861,3,4.1,93.0,87,866,12.0,,,,,,,,,,,,,,,,,
chi,255,4655.0,930.0,5.0,35.0,17,247.0,161,305,1844,11,18,5.6,94.0,599,2811,18,4.7,141.0,97,852,12.0,,,,,,,,,,,,,,,,,
cin,238,4194.0,904.0,4.6,32.0,16,248.0,192,385,2333,12,16,5.6,112.0,488,1861,10,3.8,110.0,89,859,26.0,,,,,,,,,,,,,,,,,
cle,269,4375.0,911.0,4.8,53.0,22,271.0,208,377,2175,19,31,5.4,119.0,510,2200,9,4.3,119.0,125,1046,33.0,,,,,,,,,,,,,,,,,
clt,295,4588.0,987.0,4.6,26.0,14,269.0,224,395,2465,17,12,5.9,136.0,566,2123,17,3.8,111.0,77,620,22.0,,,,,,,,,,,,,,,,,
crd,272,4541.0,888.0,5.1,37.0,16,247.0,195,366,2499,14,21,6.6,117.0,507,2042,19,4.0,114.0,95,835,16.0,,,,,,,,,,,,,,,,,
dal,345,4812.0,969.0,5.0,24.0,14,272.0,215,372,2443,18,10,6.0,136.0,564,2369,21,4.2,118.0,106,865,18.0,,,,,,,,,,,,,,,,,
den,274,3906.0,886.0,4.4,27.0,15,223.0,163,313,1863,15,12,5.1,107.0,523,2043,16,3.9,101.0,91,883,15.0,,,,,,,,,,,,,,,,,
det,183,3224.0,917.0,3.5,30.0,14,218.0,191,384,1518,7,16,3.5,103.0,479,1706,11,3.6,94.0,86,692,21.0,,,,,,,,,,,,,,,,,
gnb,134,3212.0,828.0,3.9,30.0,9,195.0,164,327,1748,6,21,4.9,91.0,469,1464,5,3.1,81.0,82,690,23.0,,,,,,,,,,,,,,,,,
kan,225,3936.0,878.0,4.5,47.0,21,228.0,190,374,2093,11,26,5.0,110.0,456,1843,13,4.0,95.0,82,706,23.0,,,,,,,,,,,,,,,,,
mia,313,4327.0,866.0,5.0,27.0,13,267.0,182,311,1961,22,14,5.7,107.0,519,2366,18,4.6,143.0,59,432,17.0,,,,,,,,,,,,,,,,,
min,231,4189.0,933.0,4.5,46.0,24,245.0,228,388,2368,19,22,5.6,126.0,510,1821,9,3.6,110.0,75,556,9.0,,,,,,,,,,,,,,,,,
nor,232,3597.0,851.0,4.2,32.0,11,223.0,166,321,1573,13,21,4.3,96.0,484,2024,14,4.2,115.0,86,794,12.0,,,,,,,,,,,,,,,,,
nwe,278,4310.0,922.0,4.7,36.0,15,247.0,160,305,2007,17,21,6.3,101.0,603,2303,13,3.8,132.0,112,931,14.0,,,,,,,,,,,,,,,,,
nyg,181,3284.0,905.0,3.6,34.0,12,201.0,134,311,1387,6,22,3.9,73.0,548,1897,11,3.5,105.0,91,880,23.0,,,,,,,,,,,,,,,,,
nyj,191,3620.0,832.0,4.4,40.0,14,195.0,170,360,2002,14,26,5.1,96.0,437,1618,6,3.7,83.0,62,508,16.0,,,,,,,,,,,,,,,,,
oti,299,3864.0,879.0,4.4,38.0,17,228.0,181,347,1875,14,21,5.1,91.0,509,1989,15,3.9,112.0,106,835,25.0,,,,,,,,,,,,,,,,,
phi,220,3578.0,880.0,4.1,38.0,17,211.0,167,349,1856,18,21,4.7,100.0,484,1722,10,3.6,98.0,78,642,13.0,,,,,,,,,,,,,,,,,
pit,283,4645.0,949.0,4.9,49.0,28,266.0,173,341,2387,17,21,6.5,124.0,581,2258,20,3.9,122.0,122,973,20.0,,,,,,,,,,,,,,,,,
rai,351,4736.0,1030.0,4.6,40.0,16,305.0,184,324,2109,21,24,6.0,125.0,681,2627,20,3.9,156.0,89,747,24.0,,,,,,,,,,,,,,,,,
ram,302,4591.0,985.0,4.7,28.0,17,270.0,182,339,2016,16,11,5.5,112.0,621,2575,19,4.1,139.0,89,869,19.0,,,,,,,,,,,,,,,,,
sdg,222,4005.0,881.0,4.5,31.0,11,235.0,206,369,2244,11,20,5.7,121.0,488,1761,10,3.6,93.0,97,813,21.0,,,,,,,,,,,,,,,,,
sea,282,4292.0,869.0,4.9,46.0,14,251.0,175,387,2328,23,32,5.7,116.0,461,1964,12,4.3,116.0,76,656,19.0,,,,,,,,,,,,,,,,,
sfo,220,3594.0,877.0,4.1,25.0,8,219.0,136,277,1508,9,17,4.8,81.0,564,2086,16,3.7,126.0,99,830,12.0,,,,,,,,,,,,,,,,,
tam,103,2693.0,834.0,3.2,46.0,16,168.0,131,321,1269,3,30,3.4,69.0,465,1424,4,3.1,84.0,88,717,15.0,,,,,,,,,,,,,,,,,
was,196,3615.0,937.0,3.9,30.0,14,227.0,183,383,1863,15,16,4.3,124.0,502,1752,4,3.5,79.0,94,802,24.0,,,,,,,,,,,,,,,,,
