,Year,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
13,2009,402,5856,1017,5.8,31,17,323,338,542,4019,28,14,7.0,194,443,1837,14,4.1,103,95,802,26,183,37.7,15.3,Own 30.5,2:46,5.73,32.0,2.05,210,90,42.9%,15,9,60.0%,56,27,48.2%
14,2008,427,5695,1021,5.6,13,3,338,298,491,3177,23,10,6.1,176,502,2518,19,5.0,130,102,821,32,178,43.8,7.3,Own 32.3,3:00,5.96,32.0,2.26,204,88,43.1%,11,5,45.5%,69,35,50.7%
15,2007,373,5302,1041,5.1,34,14,321,302,544,3154,23,20,5.5,167,469,2148,15,4.6,119,77,652,35,189,32.3,17.5,Own 31.5,2:39,5.65,28.1,1.77,219,91,41.6%,17,6,35.3%,55,30,54.5%
16,2006,355,5214,1003,5.2,28,10,304,301,523,3058,24,18,5.6,163,455,2156,14,4.7,120,101,881,21,190,32.6,13.7,Own 32.2,2:31,5.43,27.5,1.80,203,77,37.9%,15,7,46.7%,51,27,52.9%
17,2005,422,5787,1055,5.5,25,8,312,294,558,3578,24,17,6.1,172,469,2209,17,4.7,106,143,1115,34,201,37.8,11.4,Own 33.8,2:29,5.46,28.7,1.95,227,90,39.6%,13,6,46.2%,59,27,45.8%
18,2004,303,4722,951,5.0,24,11,281,269,475,2818,12,13,5.3,143,424,1904,18,4.5,105,118,977,33,182,28.6,12.1,Own 32.3,2:32,5.38,25.9,1.52,190,56,29.5%,19,4,21.1%,54,26,48.1%
19,2003,243,4942,1047,4.7,38,18,300,344,616,3383,16,20,5.1,184,387,1559,6,4.0,90,127,1090,26,196,21.4,18.4,Own 30.8,2:21,5.48,25.1,1.09,218,73,33.5%,17,2,11.8%,47,18,38.3%
20,2002,320,5826,1059,5.5,27,13,323,338,549,3951,19,14,6.9,195,486,1875,14,3.9,95,113,955,33,189,31.2,13.8,Own 30.2,2:41,5.77,30.5,1.63,213,84,39.4%,14,5,35.7%,59,22,37.3%
21,2001,294,5335,1028,5.2,29,13,295,327,568,3558,19,16,5.9,189,424,1777,11,4.2,93,97,905,13,196,27.0,12.8,Own 29.0,2:27,5.40,26.9,1.42,220,78,35.5%,13,6,46.2%,43,22,51.2%
22,2000,328,5376,1064,5.1,24,11,310,311,529,3367,22,13,6.0,195,507,2009,16,4.0,100,91,839,15,192,29.7,12.0,Own 33.0,2:38,5.68,28.0,1.68,229,92,40.2%,15,7,46.7%,46,25,54.3%
23,1999,299,5127,1075,4.8,32,12,308,350,602,3719,17,20,5.8,197,431,1408,11,3.3,87,98,906,24,198,26.8,16.2,Own 29.7,2:29,5.58,25.8,1.37,232,84,36.2%,19,12,63.2%,45,22,48.9%
24,1998,287,4455,1016,4.4,24,9,263,265,507,2566,18,15,4.7,129,474,1889,10,4.0,104,124,946,30,,,,,,,,,,,,,,,,,
25,1997,307,4513,1027,4.4,19,7,273,249,474,2525,16,12,5.0,124,521,1988,14,3.8,113,116,1005,36,,,,,,,,,,,,,,,,,
26,1996,242,3942,1000,3.9,34,13,248,238,459,2339,14,21,4.5,145,485,1603,4,3.3,82,85,666,21,,,,,,,,,,,,,,,,,
27,1995,290,4483,1003,4.5,28,15,288,260,479,2650,11,13,5.0,150,478,1833,17,3.8,113,92,772,25,,,,,,,,,,,,,,,,,
28,1994,279,4316,976,4.4,25,7,263,226,405,2562,16,18,5.7,136,525,1754,12,3.3,103,92,818,24,,,,,,,,,,,,,,,,,
29,1993,288,5145,1024,5.0,17,8,300,257,424,2935,17,9,6.3,153,560,2210,11,3.9,127,90,596,20,,,,,,,,,,,,,,,,,
30,1992,306,4422,936,4.7,23,13,271,232,433,2345,14,10,4.9,119,458,2077,20,4.5,120,87,647,32,,,,,,,,,,,,,,,,,
31,1991,281,4908,951,5.2,23,15,280,261,428,2844,13,8,6.1,148,487,2064,16,4.2,120,92,719,12,,,,,,,,,,,,,,,,,
32,1990,335,4805,968,5.0,14,9,273,231,398,2756,18,5,6.5,135,541,2049,17,3.8,120,83,655,18,,,,,,,,,,,,,,,,,
33,1989,348,4963,1046,4.7,30,14,298,248,444,3074,17,16,6.3,157,556,1889,17,3.4,118,83,675,23,,,,,,,,,,,,,,,,,
34,1988,359,4955,1078,4.6,27,13,317,290,525,3266,22,14,5.6,168,493,1689,15,3.4,123,88,660,26,,,,,,,,,,,,,,,,,
35,1987,280,4659,1000,4.7,42,20,266,265,499,3202,26,22,5.7,168,440,1457,4,3.3,80,100,835,18,,,,,,,,,,,,,,,,,
36,1986,371,5378,1076,5.0,32,10,324,260,472,3133,22,22,6.0,171,558,2245,18,4.0,127,96,738,26,,,,,,,,,,,,,,,,,
37,1985,399,5884,1130,5.2,38,18,356,275,497,3433,22,20,6.3,192,581,2451,24,4.2,138,80,781,26,,,,,,,,,,,,,,,,,
38,1984,299,5292,1083,4.9,27,9,310,288,535,3632,22,18,6.2,198,493,1660,12,3.4,97,79,703,15,,,,,,,,,,,,,,,,,
39,1983,267,5285,1130,4.7,58,27,296,284,575,3491,12,31,5.6,164,506,1794,9,3.5,104,113,1020,28,,,,,,,,,,,,,,,,,
40,1982,164,2729,559,4.9,19,10,153,161,298,1887,10,9,6.0,96,244,842,7,3.5,47,47,369,10,,,,,,,,,,,,,,,,,
41,1981,295,4326,1034,4.2,36,16,253,251,506,2641,16,20,4.8,140,481,1685,11,3.5,92,108,897,21,,,,,,,,,,,,,,,,,
42,1980,249,4339,1044,4.2,43,18,261,245,514,2609,19,25,4.7,136,483,1730,10,3.6,100,98,962,25,,,,,,,,,,,,,,,,,
43,1979,237,3774,958,3.9,40,18,223,190,401,1954,15,22,4.2,111,498,1820,12,3.7,82,122,1047,30,,,,,,,,,,,,,,,,,
44,1978,264,4449,1000,4.4,39,12,246,176,382,2145,13,27,5.1,101,580,2304,12,4.0,125,101,1016,20,,,,,,,,,,,,,,,,,
45,1977,181,3284,905,3.6,34,12,201,134,311,1387,6,22,3.9,73,548,1897,11,3.5,105,91,880,23,,,,,,,,,,,,,,,,,
46,1976,170,3696,900,4.1,36,12,216,175,326,1792,9,24,4.8,97,530,1904,11,3.6,98,86,734,21,,,,,,,,,,,,,,,,,
47,1975,216,3729,910,4.1,37,19,229,193,379,2102,11,18,4.9,105,482,1627,17,3.4,95,52,440,29,,,,,,,,,,,,,,,,,
48,1974,195,3689,854,4.3,36,10,215,207,393,2193,12,26,5.3,107,441,1496,11,3.4,90,65,567,18,,,,,,,,,,,,,,,,,
49,1973,226,4039,896,4.5,39,9,239,230,412,2561,14,30,5.8,140,456,1478,11,3.2,84,67,586,15,,,,,,,,,,,,,,,,,
50,1972,331,4483,878,5.1,29,14,265,206,344,2461,20,15,7.0,124,524,2022,16,3.9,120,57,512,21,,,,,,,,,,,,,,,,,
51,1971,228,4175,896,4.7,45,20,236,268,462,2714,14,25,5.4,140,394,1461,11,3.7,86,77,640,10,,,,,,,,,,,,,,,,,
52,1970,301,4433,905,4.9,26,14,257,230,403,2634,19,12,6.0,150,465,1799,11,3.9,94,71,641,13,,,,,,,,,,,,,,,,,
53,1969,264,4368,869,5.0,23,15,235,234,435,2775,24,8,5.9,133,397,1593,8,4.0,91,70,777,11,,,,,,,,,,,,,,,,,
54,1968,294,4324,870,5.0,30,13,256,195,366,2442,21,17,6.2,114,474,1882,13,4.0,119,67,608,23,,,,,,,,,,,,,,,,,
55,1967,369,4904,879,5.6,30,10,274,221,406,3040,33,20,6.9,135,436,1864,16,4.3,115,80,842,24,,,,,,,,,,,,,,,,,
56,1966,263,3932,866,4.5,44,13,236,208,424,2475,20,31,5.1,129,380,1457,7,3.8,80,57,602,27,,,,,,,,,,,,,,,,,
57,1965,270,4081,796,5.1,30,14,230,171,342,2430,23,16,6.5,112,423,1651,12,3.9,91,61,618,27,,,,,,,,,,,,,,,,,
58,1964,241,3879,911,4.3,49,23,240,217,431,2475,16,26,5.2,140,435,1404,12,3.2,81,65,532,19,,,,,,,,,,,,,,,,,
59,1963,448,5024,914,5.5,34,13,278,243,426,3247,39,21,7.0,164,453,1777,12,3.9,95,67,755,19,,,,,,,,,,,,,,,,,
60,1962,398,5005,841,6.0,36,14,267,215,411,3307,35,22,8.0,150,430,1698,11,3.9,92,62,601,25,,,,,,,,,,,,,,,,,
61,1961,368,4597,880,5.2,43,20,275,215,416,2740,27,23,6.6,160,464,1857,13,4.0,99,59,629,16,,,,,,,,,,,,,,,,,
62,1960,271,3694,728,5.1,49,26,202,156,322,2254,20,23,7.0,107,406,1440,10,3.5,81,48,460,14,,,,,,,,,,,,,,,,,
63,1959,284,4173,735,5.7,33,20,198,165,302,2527,18,13,8.4,106,433,1646,11,3.8,82,54,480,10,,,,,,,,,,,,,,,,,
64,1958,246,3330,716,4.7,26,14,191,119,266,1605,15,12,6.0,83,450,1725,14,3.8,93,44,379,15,,,,,,,,,,,,,,,,,
65,1957,254,3749,710,5.3,32,20,216,147,269,2100,15,12,7.8,103,441,1649,13,3.7,95,66,597,18,,,,,,,,,,,,,,,,,
66,1956,264,3696,774,4.8,27,13,223,133,275,1567,17,14,5.7,82,499,2129,18,4.3,124,52,474,17,,,,,,,,,,,,,,,,,
67,1955,267,3453,706,4.9,31,16,189,137,292,1760,17,15,6.0,86,414,1693,12,4.1,92,50,458,11,,,,,,,,,,,,,,,,,
68,1954,293,3808,714,5.3,37,15,197,163,334,2326,27,22,7.0,99,380,1482,8,3.9,85,61,502,13,,,,,,,,,,,,,,,,,
69,1953,179,2760,743,3.7,43,9,166,158,345,1711,16,34,5.0,87,398,1049,6,2.6,66,44,411,13,,,,,,,,,,,,,,,,,
70,1952,234,3028,722,4.2,36,14,155,121,280,1392,16,22,5.0,66,442,1636,11,3.7,78,64,626,11,,,,,,,,,,,,,,,,,
71,1951,254,2900,701,4.1,39,13,151,101,210,1187,11,26,5.7,54,491,1713,10,3.5,81,64,569,16,,,,,,,,,,,,,,,,,
72,1950,268,3407,702,4.9,30,20,173,81,187,1071,12,10,5.7,53,515,2336,21,4.5,114,68,562,6,,,,,,,,,,,,,,,,,
73,1949,287,3328,741,4.5,33,10,177,155,322,1924,17,23,6.0,87,419,1404,15,3.4,75,88,800,15,,,,,,,,,,,,,,,,,
74,1948,297,3723,725,5.1,36,20,212,191,363,2504,24,16,6.9,114,362,1219,15,3.4,81,95,815,17,,,,,,,,,,,,,,,,,
75,1947,190,3194,659,4.8,42,16,149,123,293,1999,17,26,6.8,71,366,1195,7,3.3,56,98,945,22,,,,,,,,,,,,,,,,,
76,1946,236,2914,608,4.8,41,16,163,100,194,1450,14,25,7.5,63,414,1464,17,3.5,81,76,785,19,,,,,,,,,,,,,,,,,
77,1945,179,2303,518,4.4,25,9,98,92,201,1534,16,16,7.6,38,317,769,7,2.4,50,56,492,10,,,,,,,,,,,,,,,,,
78,1944,206,2389,541,4.4,24,7,99,47,125,857,9,17,6.9,23,416,1532,12,3.7,72,68,502,4,,,,,,,,,,,,,,,,,
79,1943,197,2180,535,4.1,14,5,102,63,149,760,8,9,5.1,24,386,1420,14,3.7,72,42,293,6,,,,,,,,,,,,,,,,,
80,1942,155,2160,549,3.9,21,7,105,67,148,957,10,14,6.5,36,401,1203,10,3.0,65,48,437,4,,,,,,,,,,,,,,,,,
81,1941,238,2384,589,4.0,26,14,110,68,156,1088,11,12,7.0,33,433,1296,16,3.0,68,40,323,9,,,,,,,,,,,,,,,,,
82,1940,131,2512,628,4.0,15,0,127,78,174,1036,9,15,6.0,,454,1476,6,3.3,,0,349,,,,,,,,,,,,,,,,,,
83,1939,168,2252,625,3.6,11,0,109,75,177,971,8,11,5.5,,448,1281,9,2.9,,0,267,,,,,,,,,,,,,,,,,,
84,1938,194,2692,652,4.1,19,0,132,91,186,1142,10,19,6.1,,466,1550,12,3.3,,0,233,,,,,,,,,,,,,,,,,,
85,1937,128,2543,679,3.7,11,0,127,83,203,1024,10,11,5.0,,476,1519,4,3.2,,0,275,,,,,,,,,,,,,,,,,,
86,1936,115,2724,696,3.9,17,0,146,69,179,887,10,17,5.0,,517,1837,4,3.6,,0,205,,,,,,,,,,,,,,,,,,
87,1935,180,2400,651,3.7,19,0,112,69,154,947,10,19,6.1,,497,1453,9,2.9,,0,175,,,,,,,,,,,,,,,,,,
88,1934,147,2731,716,3.8,17,0,,64,149,796,5,17,5.3,,567,1935,12,3.4,,0,0,,,,,,,,,,,,,,,,,,
89,1933,244,2972,654,4.5,19,0,,74,178,1348,15,19,7.6,,476,1624,15,3.4,,0,0,,,,,,,,,,,,,,,,,,
90,1932,93,2260,587,3.9,14,0,,82,164,949,9,14,5.8,,423,1311,3,3.1,,0,0,,,,,,,,,,,,,,,,,,
91,1931,154,,,,,0,,0,0,0,7,0,,,0,0,14,,,0,0,,,,,,,,,,,,,,,,,,
92,1930,308,,,,,0,,0,0,0,15,0,,,0,0,27,,,0,0,,,,,,,,,,,,,,,,,,
93,1929,312,,,,,0,,0,0,0,26,0,,,0,0,18,,,0,0,,,,,,,,,,,,,,,,,,
94,1928,79,,,,,0,,0,0,0,0,0,,,0,0,10,,,0,0,,,,,,,,,,,,,,,,,,
95,1927,197,,,,,0,,0,0,0,7,0,,,0,0,16,,,0,0,,,,,,,,,,,,,,,,,,
96,1926,147,,,,,0,,0,0,0,4,0,,,0,0,14,,,0,0,,,,,,,,,,,,,,,,,,
97,1925,122,,,,,0,,0,0,0,6,0,,,0,0,9,,,0,0,,,,,,,,,,,,,,,,,,
