,Year,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,1948,253,4311,819,5.3,47,15,194,188,410,2524,20,32,6.2,79,409,1787,12,4.4,101,56,410,14,,,,,,,,,,,,,,,,,
1,1947,181,2996,727,4.1,30,13,138,92,232,1060,4,17,4.6,39,495,1936,21,3.9,92,46,374,7,,,,,,,,,,,,,,,,,
2,1946,226,3275,701,4.7,40,17,135,162,327,2258,17,23,6.9,70,374,1017,9,2.7,54,56,453,11,,,,,,,,,,,,,,,,,
