,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
0,1960,40,BUF,AFL,14,5,8,1,.385,-0.4,-3.4,3.0,,,,,3,
1,1961,41,BUF,AFL,14,6,8,0,.429,-3.0,-3.5,0.5,,,,,4,
