Year,Age,Level,Employer,Role
1951,31,NFL,Chicago Cardinals,Defensive Assistant
1952,32,NFL,Detroit Lions,Defensive Coordinator
1953,33,NFL,Detroit Lions,Defensive Coordinator
1954,34,NFL,Detroit Lions,Defensive Coordinator
1955,35,NFL,Detroit Lions,Defensive Coordinator
1956,36,NFL,Detroit Lions,Defensive Coordinator
1957,37,NFL,Detroit Lions,Defensive Coordinator
1958,38,NFL,Detroit Lions,Defensive Coordinator
1959,39,NFL,Detroit Lions,Defensive Coordinator
1960,40,AFL,Buffalo Bills,Head Coach
1961,41,AFL,Buffalo Bills,Head Coach
1962,42,NFL,Pittsburgh Steelers,Defensive Coordinator
1963,43,NFL,Pittsburgh Steelers,Defensive Coordinator
1964,44,NFL,Pittsburgh Steelers,Defensive Coordinator
