Year,Age,Level,Employer,Role
1926,24,College,Georgia,Assistant Coach
1927,25,College,Georgia,Assistant Coach
1928,26,College,Georgia,Assistant Coach
1929,27,College,Michigan State,Head Coach
1930,28,College,Michigan State,Head Coach
1931,29,College,Michigan State,Head Coach
1932,30,College,Michigan State,Head Coach
1933,31,College,Fordham,Head Coach
1934,32,College,Fordham,Head Coach
1935,33,College,Fordham,Head Coach
1936,34,College,Fordham,Head Coach
1937,35,College,Fordham,Head Coach
1938,36,College,Fordham,Head Coach
1939,37,College,Fordham,Head Coach
1940,38,College,Fordham,Head Coach
1941,39,College,Fordham,Head Coach
1947,45,AAFC,Chicago Rockets,Head Coach
