,Team Abbreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,bkn,219.0,3087.0,622.0,5.0,28.0,6.0,,92.0,195.0,1599.0,13.0,22.0,8.2,,427.0,1488.0,13.0,3.5,,0.0,0.0,,,,,,,,,,,,,,,,,,
1,chi,157.0,2580.0,672.0,3.8,42.0,17.0,,133.0,319.0,1768.0,9.0,25.0,5.5,,353.0,812.0,9.0,2.3,,0.0,0.0,,,,,,,,,,,,,,,,,,
2,crd,254.0,3018.0,644.0,4.7,22.0,10.0,,86.0,201.0,1493.0,16.0,12.0,7.4,,443.0,1525.0,13.0,3.4,,0.0,0.0,,,,,,,,,,,,,,,,,,
3,det,150.0,2603.0,592.0,4.4,26.0,12.0,,92.0,217.0,1400.0,13.0,14.0,6.5,,375.0,1203.0,5.0,3.2,,0.0,0.0,,,,,,,,,,,,,,,,,,
4,gnb,153.0,2767.0,572.0,4.8,35.0,9.0,,106.0,239.0,1602.0,9.0,26.0,6.7,,333.0,1165.0,12.0,3.5,,0.0,0.0,,,,,,,,,,,,,,,,,,
5,nyg,85.0,2499.0,628.0,4.0,45.0,10.0,,89.0,222.0,1283.0,3.0,35.0,5.8,,406.0,1216.0,5.0,3.0,,0.0,0.0,,,,,,,,,,,,,,,,,,
6,phi,200.0,2951.0,665.0,4.4,30.0,13.0,,98.0,210.0,1290.0,11.0,17.0,6.1,,455.0,1661.0,11.0,3.7,,0.0,0.0,,,,,,,,,,,,,,,,,,
7,pit,216.0,3069.0,633.0,4.8,22.0,11.0,,88.0,193.0,1368.0,10.0,11.0,7.1,,440.0,1701.0,18.0,3.9,,0.0,0.0,,,,,,,,,,,,,,,,,,
8,ram,164.0,2748.0,630.0,4.4,37.0,14.0,,78.0,199.0,1249.0,9.0,23.0,6.3,,431.0,1499.0,11.0,3.5,,0.0,0.0,,,,,,,,,,,,,,,,,,
9,was,94.0,2115.0,655.0,3.2,36.0,12.0,,90.0,243.0,1116.0,6.0,24.0,4.6,,412.0,999.0,5.0,2.4,,0.0,0.0,,,,,,,,,,,,,,,,,,
