,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
0,1933,40,Brooklyn Dodgers,NFL,10,5,4,1,.556,0.2,-2.2,2.4,,,,,2,
1,1934,41,Brooklyn Dodgers,NFL,11,4,7,0,.364,-8.0,-4.2,-3.8,,,,,3,
