Year,Age,Level,Employer,Role
1919,26,College,Army,Assistant Coach
1920,27,College,Army,Assistant Coach
1921,28,College,Army,Assistant Coach
1922,29,College,Army,Assistant Coach
1923,30,College,Army,Head Coach
1924,31,College,Army,Head Coach
1925,32,College,Army,Head Coach
1926,33,College,Oregon,Head Coach
1927,34,College,Oregon,Head Coach
1928,35,College,Oregon,Head Coach
1929,36,College,Oregon,Head Coach
1930,37,College,Holy Cross,Head Coach
1931,38,College,Holy Cross,Head Coach
1932,39,College,Holy Cross,Head Coach
1933,40,NFL,Brooklyn Dodgers,Head Coach
1934,41,NFL,Brooklyn Dodgers,Head Coach
