Year,Age,Level,Employer,Role
1969,34,NFL,New York Giants,Wide Receivers
1970,35,NFL,New York Giants,Wide Receivers
1971,36,NFL,New York Giants,Offensive Coordinator
1972,37,NFL,New York Giants,Offensive Coordinator
1973,38,NFL,New York Giants,Offensive Coordinator
1974,39,NFL,Washington Redskins,Running Backs
1975,40,NFL,Washington Redskins,Running Backs
1976,41,NFL,Washington Redskins,Running Backs
1977,42,NFL,Washington Redskins,Running Backs
1978,43,NFL,Washington Redskins,Offensive Coordinator
1979,44,NFL,Washington Redskins,Offensive Coordinator
1980,45,NFL,Washington Redskins,Offensive Coordinator
1981,46,NFL,New York Jets,Offensive Coordinator
1982,47,NFL,New York Jets,Offensive Coordinator
1983,48,NFL,New York Jets,Head Coach
1984,49,NFL,New York Jets,Head Coach
1985,50,NFL,New York Jets,Head Coach
1986,51,NFL,New York Jets,Head Coach
1987,52,NFL,New York Jets,Head Coach
1988,53,NFL,New York Jets,Head Coach
1989,54,NFL,New York Jets,Head Coach
1990,55,NFL,Pittsburgh Steelers,Offensive Coordinator
1991,56,NFL,Pittsburgh Steelers,Offensive Coordinator
1994,59,College,Robert Morris,Head Coach
1995,60,College,Robert Morris,Head Coach
1996,61,College,Robert Morris,Head Coach
1997,62,College,Robert Morris,Head Coach
1998,63,College,Robert Morris,Head Coach
1999,64,College,Robert Morris,Head Coach
2000,65,College,Robert Morris,Head Coach
2001,66,College,Robert Morris,Head Coach
2002,67,College,Robert Morris,Head Coach
2003,68,College,Robert Morris,Head Coach
2004,69,College,Robert Morris,Head Coach
2005,70,College,Robert Morris,Head Coach
2006,71,College,Robert Morris,Head Coach
2007,72,College,Robert Morris,Head Coach
2008,73,College,Robert Morris,Head Coach
2009,74,College,Robert Morris,Head Coach
2010,75,College,Robert Morris,Head Coach
2011,76,College,Robert Morris,Head Coach
2012,77,College,Robert Morris,Head Coach
2013,78,College,Robert Morris,Head Coach
