,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
0,1983,48,NYJ,NFL,16,7,9,0,.438,-1.2,-1.9,0.7,,,,,5,
1,1984,49,NYJ,NFL,16,7,9,0,.438,-4.5,-1.8,-2.7,,,,,3,
2,1985,50,NYJ,NFL,16,11,5,0,.688,9.0,3.8,5.2,1,0,1,.000,2,
3,1986,51,NYJ,NFL,16,10,6,0,.625,-1.4,2.0,-3.3,2,1,1,.500,2,
4,1987,52,NYJ,NFL,15,6,9,0,.400,-1.3,1.3,-2.7,,,,,5,
5,1988,53,NYJ,NFL,16,8,7,1,.531,1.4,3.7,-2.4,,,,,4,
6,1989,54,NYJ,NFL,16,4,12,0,.250,-10.1,-4.9,-5.2,,,,,5,
