,Team Abbreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,bba,320.0,4108.0,763.0,5.4,40.0,17.0,175.0,129.0,267.0,1891.0,24.0,23.0,7.1,59.0,496.0,2217.0,18.0,4.5,109.0,48.0,390.0,7.0,,,,,,,,,,,,,,,,,
1,bcl,167.0,3498.0,769.0,4.5,47.0,23.0,161.0,177.0,352.0,2337.0,13.0,24.0,6.6,85.0,417.0,1161.0,7.0,2.8,65.0,47.0,360.0,11.0,,,,,,,,,,,,,,,,,
2,bda,181.0,2996.0,727.0,4.1,30.0,13.0,138.0,92.0,232.0,1060.0,4.0,17.0,4.6,39.0,495.0,1936.0,21.0,3.9,92.0,46.0,374.0,7.0,,,,,,,,,,,,,,,,,
3,byk,168.0,2634.0,581.0,4.5,35.0,8.0,117.0,95.0,238.0,1661.0,15.0,27.0,7.0,52.0,343.0,973.0,5.0,2.8,49.0,93.0,855.0,16.0,,,,,,,,,,,,,,,,,
4,chi,363.0,5052.0,826.0,6.1,58.0,23.0,263.0,194.0,378.0,3093.0,29.0,35.0,8.2,123.0,448.0,1959.0,21.0,4.4,122.0,107.0,1020.0,18.0,,,,,,,,,,,,,,,,,
5,cle,410.0,5547.0,775.0,7.2,28.0,16.0,214.0,174.0,296.0,2990.0,26.0,12.0,10.1,91.0,479.0,2557.0,24.0,5.3,108.0,80.0,650.0,15.0,,,,,,,,,,,,,,,,,
6,cra,263.0,3878.0,742.0,5.2,52.0,26.0,155.0,157.0,341.0,2358.0,23.0,26.0,6.9,75.0,401.0,1520.0,9.0,3.8,69.0,38.0,264.0,11.0,,,,,,,,,,,,,,,,,
7,crd,306.0,4315.0,808.0,5.3,41.0,16.0,241.0,160.0,340.0,2580.0,18.0,25.0,7.6,110.0,468.0,1735.0,20.0,3.7,101.0,89.0,688.0,30.0,,,,,,,,,,,,,,,,,
8,det,231.0,3680.0,681.0,5.4,52.0,18.0,189.0,167.0,348.0,2446.0,23.0,34.0,7.0,93.0,333.0,1234.0,6.0,3.7,77.0,78.0,704.0,19.0,,,,,,,,,,,,,,,,,
9,gnb,274.0,3873.0,763.0,5.1,32.0,13.0,206.0,112.0,253.0,1724.0,17.0,19.0,6.8,82.0,510.0,2149.0,14.0,4.2,105.0,104.0,1019.0,19.0,,,,,,,,,,,,,,,,,
10,lda,328.0,3907.0,787.0,5.0,39.0,14.0,161.0,141.0,300.0,2127.0,19.0,25.0,7.1,62.0,487.0,1780.0,17.0,3.7,86.0,58.0,478.0,13.0,,,,,,,,,,,,,,,,,
11,naa,378.0,4725.0,750.0,6.3,35.0,17.0,187.0,111.0,216.0,1795.0,16.0,18.0,8.3,54.0,534.0,2930.0,27.0,5.5,120.0,67.0,522.0,13.0,,,,,,,,,,,,,,,,,
12,nyg,190.0,3194.0,659.0,4.8,42.0,16.0,149.0,123.0,293.0,1999.0,17.0,26.0,6.8,71.0,366.0,1195.0,7.0,3.3,56.0,98.0,945.0,22.0,,,,,,,,,,,,,,,,,
13,phi,308.0,3732.0,697.0,5.4,33.0,14.0,203.0,116.0,223.0,1761.0,18.0,19.0,7.9,68.0,474.0,1971.0,21.0,4.2,109.0,92.0,848.0,26.0,,,,,,,,,,,,,,,,,
14,pit,240.0,3358.0,705.0,4.8,35.0,16.0,176.0,85.0,209.0,1410.0,10.0,19.0,6.7,57.0,496.0,1948.0,15.0,3.9,108.0,60.0,527.0,11.0,,,,,,,,,,,,,,,,,
15,ram,259.0,3831.0,752.0,5.1,48.0,20.0,206.0,123.0,293.0,1660.0,13.0,28.0,5.7,82.0,459.0,2171.0,15.0,4.7,112.0,87.0,800.0,12.0,,,,,,,,,,,,,,,,,
16,sfo,327.0,4760.0,884.0,5.4,37.0,18.0,218.0,147.0,297.0,1993.0,22.0,19.0,6.7,72.0,587.0,2767.0,22.0,4.7,138.0,58.0,472.0,8.0,,,,,,,,,,,,,,,,,
17,was,295.0,4679.0,800.0,5.8,39.0,21.0,242.0,231.0,416.0,3336.0,28.0,18.0,8.0,140.0,384.0,1343.0,11.0,3.5,76.0,102.0,860.0,26.0,,,,,,,,,,,,,,,,,
