,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
0,1929,30,TOR,NFL,12,3,5,4,.375,-1.3,-5.8,4.6,,,,,8,
1,1930,31,BKN,NFL,12,7,4,1,.636,5.8,1.4,4.4,,,,,4,
2,1931,32,BKN,NFL,14,2,12,0,.143,-8.3,-4.7,-3.6,,,,,9,
