,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Num,Won,Notes
0,2009,33,Tampa Bay Buccaneers,NFL,16,3,13,0,.188,-5.6,-4.6,-1.1,,,,,4,9,3,
1,2010,34,Tampa Bay Buccaneers,NFL,16,10,6,0,.625,-0.6,-1.0,0.4,,,,,3,7,3,
2,2011,35,Tampa Bay Buccaneers,NFL,16,4,12,0,.250,-10.6,-4.0,-6.6,,,,,4,8,4,
