Year,Age,Level,Employer,Role
1998,22,College,Hofstra,Graduate Assistant
1999,23,College,Cornell,Defensive Backs
2000,24,College,Hofstra,Defensive Backs
2001,25,College,Hofstra,Defensive Backs
2002,26,NFL,Tampa Bay Buccaneers,Defensive Quality Control
2003,27,NFL,Tampa Bay Buccaneers,Defensive Assistant
2004,28,NFL,Tampa Bay Buccaneers,Assistant Defensive Backs
2005,29,NFL,Tampa Bay Buccaneers,Assistant Defensive Backs
2006,30,College,Kansas State,Defensive Coordinator
2007,31,NFL,Tampa Bay Buccaneers,Defensive Backs
2008,32,NFL,Tampa Bay Buccaneers,Defensive Backs
2009,33,NFL,Tampa Bay Buccaneers,Head Coach
2010,34,NFL,Tampa Bay Buccaneers,Head Coach
2011,35,NFL,Tampa Bay Buccaneers,Head Coach
2012,36,NFL,Washington Redskins,Secondary
2013,37,NFL,Washington Redskins,Secondary
2014,38,NFL,Washington Redskins,Secondary
2015,39,NFL,Atlanta Falcons,Asst. HC/Def. Pass Gm. Coord.
2016,40,NFL,Atlanta Falcons,Asst. HC/WR Coach
2017,41,NFL,Atlanta Falcons,Asst. HC/WR Coach/Passing Game Coord.
2018,42,NFL,Atlanta Falcons,Asst. HC/WR Coach/Passing Game Coord.
2019,43,NFL,Atlanta Falcons,Asst. HC/WR Coach/Passing Game Coord.
2020,44,NFL,Atlanta Falcons,Defensive Coordinator/Interim HC
2021,45,NFL,Los Angeles Rams,Defensive Coordinator
2022,46,NFL,Los Angeles Rams,Defensive Coordinator
2023,47,NFL,Los Angeles Rams,Defensive Coordinator
2024,48,NFL,Atlanta Falcons,Head Coach
2025,49,NFL,Atlanta Falcons,Head Coach
