Year,Tm,Role,Tms,WL%,T/G,Pts±,Yds±,Yds,Pts,GvA,Att,Yds Rushing Off,TD,Y/A,FL,Att Passing Off,Yds Defense,TD Rushing Def,Int,NY/A,Yds Passing Def,Pts_2,TkA,Att_2,Yds_5,TD_2,Y/A_1,FR,Att_3,Yds_6,TD_3,Int_1,nY/A
2021,PHI,DC,32,14,16,13,8,14,12,5,2,1,1,4,4,32,25,25,6,13,10,18,26,18,9,23,6,31,16,11,20,20,14
2022,PHI,DC,32,1,3,3,1,3,3,4,3,5,1,13,20,23,9,14,3,4,2,8,5,12,16,17,24,11,12,1,10,5,1
2023,ARI,HC,32,29,19,28,23,19,24,6,13,4,9,2,4,24,26,24,13,28,25,31,27,32,32,27,29,28,2,13,30,19,30
2024,ARI,HC,32,17,18,14,11,11,12,16,11,7,8,2,17,21,18,20,11,14,21,15,20,17,20,18,25,16,11,14,5,24,21
