Team Abbreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
atl,240,3861.0,885.0,4.4,48.0,19,225.0,165,388,2067,18,29,4.9,118.0,465,1794,12,3.9,87.0,78,635,20.0,,,,,,,,,,,,,,,,,
buf,420,5467.0,964.0,5.7,34.0,15,318.0,182,354,2493,28,19,6.6,132.0,588,2974,26,5.1,162.0,90,748,24.0,,,,,,,,,,,,,,,,,
chi,191,3492.0,829.0,4.2,40.0,17,190.0,191,356,1839,9,23,4.7,99.0,441,1653,11,3.7,74.0,100,881,17.0,,,,,,,,,,,,,,,,,
cin,340,5060.0,966.0,5.2,34.0,20,295.0,255,433,3241,23,14,6.9,166.0,499,1819,20,3.6,107.0,88,783,22.0,,,,,,,,,,,,,,,,,
cle,218,3807.0,915.0,4.2,37.0,14,247.0,220,437,1957,7,23,4.1,114.0,440,1850,14,4.2,109.0,85,851,24.0,,,,,,,,,,,,,,,,,
clt,395,4498.0,928.0,4.8,18.0,10,266.0,211,354,2281,19,8,5.8,114.0,536,2217,28,4.1,131.0,80,760,21.0,,,,,,,,,,,,,,,,,
crd,356,4955.0,918.0,5.4,39.0,19,276.0,187,355,2553,20,20,7.0,128.0,555,2402,19,4.3,131.0,83,730,17.0,,,,,,,,,,,,,,,,,
dal,350,5025.0,986.0,5.1,35.0,18,288.0,207,376,2593,19,17,6.2,142.0,571,2432,17,4.3,132.0,94,715,14.0,,,,,,,,,,,,,,,,,
den,254,4534.0,964.0,4.7,48.0,14,268.0,210,427,2541,15,34,5.4,137.0,490,1993,9,4.1,109.0,92,790,22.0,,,,,,,,,,,,,,,,,
det,245,4064.0,935.0,4.3,30.0,18,241.0,183,362,1917,15,12,4.8,111.0,532,2147,10,4.0,111.0,95,838,19.0,,,,,,,,,,,,,,,,,
gnb,226,3619.0,867.0,4.2,38.0,16,211.0,212,394,2072,11,22,4.8,112.0,431,1547,14,3.6,84.0,72,606,15.0,,,,,,,,,,,,,,,,,
kan,282,4207.0,935.0,4.5,34.0,18,261.0,217,395,2360,15,16,5.3,128.0,487,1847,14,3.8,110.0,82,658,23.0,,,,,,,,,,,,,,,,,
mia,357,4509.0,896.0,5.0,26.0,9,266.0,170,279,2009,19,17,6.7,108.0,594,2500,26,4.2,136.0,74,575,22.0,,,,,,,,,,,,,,,,,
min,377,4955.0,1031.0,4.8,26.0,12,314.0,281,446,2861,27,14,6.0,156.0,556,2094,18,3.8,142.0,90,708,16.0,,,,,,,,,,,,,,,,,
nor,165,3187.0,908.0,3.5,40.0,16,215.0,181,392,1545,8,24,3.5,82.0,463,1642,9,3.5,109.0,71,527,24.0,,,,,,,,,,,,,,,,,
nwe,258,4283.0,912.0,4.7,50.0,22,253.0,193,401,2438,16,28,5.5,133.0,472,1845,14,3.9,94.0,89,719,26.0,,,,,,,,,,,,,,,,,
nyg,216,3729.0,910.0,4.1,37.0,19,229.0,193,379,2102,11,18,4.9,105.0,482,1627,17,3.4,95.0,52,440,29.0,,,,,,,,,,,,,,,,,
nyj,258,4230.0,919.0,4.6,41.0,8,266.0,174,384,2151,16,33,5.1,111.0,501,2079,15,4.1,126.0,99,799,29.0,,,,,,,,,,,,,,,,,
oti,293,3937.0,900.0,4.4,34.0,17,234.0,165,347,1869,14,17,5.0,90.0,526,2068,14,3.9,121.0,100,849,23.0,,,,,,,,,,,,,,,,,
phi,225,4142.0,949.0,4.4,35.0,12,237.0,238,458,2440,19,23,5.0,134.0,461,1702,3,3.7,84.0,81,744,19.0,,,,,,,,,,,,,,,,,
pit,373,4887.0,949.0,5.1,32.0,20,288.0,191,337,2254,21,12,6.1,125.0,581,2633,22,4.5,149.0,89,756,14.0,,,,,,,,,,,,,,,,,
rai,375,4964.0,1019.0,4.9,48.0,20,315.0,196,350,2391,19,28,6.4,139.0,643,2573,28,4.0,159.0,101,951,17.0,,,,,,,,,,,,,,,,,
ram,312,4566.0,949.0,4.8,25.0,8,273.0,181,334,2195,14,17,6.0,120.0,585,2371,18,4.1,134.0,73,746,19.0,,,,,,,,,,,,,,,,,
sdg,189,3411.0,821.0,4.2,29.0,12,198.0,165,337,1610,7,17,4.2,89.0,434,1801,14,4.1,98.0,84,705,11.0,,,,,,,,,,,,,,,,,
sfo,255,4158.0,905.0,4.6,44.0,25,240.0,234,450,2560,15,19,5.3,133.0,422,1598,12,3.8,86.0,89,693,21.0,,,,,,,,,,,,,,,,,
was,325,4669.0,919.0,5.1,46.0,17,272.0,229,448,2917,28,29,6.1,150.0,444,1752,9,3.9,97.0,78,723,25.0,,,,,,,,,,,,,,,,,
