Team Abbreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
atl,289,4812.0,1043.0,4.6,37.0,12,288.0,227,437,2535,16,25,5.4,142.0,571,2277,13,4.0,131.0,77,716,15.0,,,,,,,,,,,,,,,,,
buf,355,5073.0,941.0,5.4,45.0,20,300.0,237,431,3080,25,25,6.7,151.0,480,1993,21,4.2,124.0,82,651,25.0,,,,,,,,,,,,,,,,,
chi,379,4576.0,981.0,4.7,27.0,14,282.0,208,399,2506,22,13,5.8,143.0,547,2070,25,3.8,118.0,78,723,21.0,,,,,,,,,,,,,,,,,
cin,246,3923.0,889.0,4.4,44.0,22,241.0,175,389,1729,11,22,4.2,107.0,473,2194,15,4.6,115.0,91,824,19.0,,,,,,,,,,,,,,,,,
cle,372,4623.0,939.0,4.9,26.0,16,274.0,202,361,2591,25,10,6.6,125.0,544,2032,21,3.7,124.0,89,750,25.0,,,,,,,,,,,,,,,,,
clt,269,4173.0,905.0,4.6,41.0,12,242.0,193,393,2352,17,29,5.2,124.0,453,1821,17,4.0,101.0,79,700,17.0,,,,,,,,,,,,,,,,,
crd,276,4595.0,957.0,4.8,37.0,15,284.0,233,446,2670,16,22,5.7,142.0,487,1925,16,4.0,118.0,82,679,24.0,,,,,,,,,,,,,,,,,
dal,268,3739.0,888.0,4.2,44.0,19,234.0,162,373,2040,19,25,4.9,113.0,474,1699,13,3.6,100.0,63,639,21.0,,,,,,,,,,,,,,,,,
den,307,4006.0,901.0,4.4,32.0,16,247.0,181,348,2032,14,16,5.4,106.0,526,1974,19,3.8,119.0,88,786,22.0,,,,,,,,,,,,,,,,,
det,262,4000.0,878.0,4.6,37.0,17,235.0,181,360,2071,16,20,5.2,116.0,480,1929,12,4.0,100.0,95,784,19.0,,,,,,,,,,,,,,,,,
gnb,285,4511.0,981.0,4.6,41.0,27,260.0,192,369,2172,13,14,5.4,112.0,580,2339,14,4.0,132.0,72,544,16.0,,,,,,,,,,,,,,,,,
kan,341,5236.0,915.0,5.7,42.0,22,289.0,186,325,2512,18,20,7.1,121.0,562,2724,24,4.8,149.0,99,934,19.0,,,,,,,,,,,,,,,,,
mia,222,3789.0,858.0,4.4,30.0,9,224.0,200,375,2021,9,21,4.9,113.0,443,1768,14,4.0,92.0,81,709,19.0,,,,,,,,,,,,,,,,,
min,180,3153.0,789.0,4.0,42.0,14,190.0,175,360,1621,14,28,4.0,93.0,383,1532,7,4.0,77.0,91,781,20.0,,,,,,,,,,,,,,,,,
nor,360,4317.0,889.0,4.9,39.0,23,251.0,206,354,2387,25,16,6.2,125.0,507,1930,15,3.8,105.0,77,726,21.0,,,,,,,,,,,,,,,,,
nwe,358,4464.0,956.0,4.7,29.0,16,254.0,213,368,2244,18,13,5.6,120.0,555,2220,20,4.0,118.0,103,759,16.0,,,,,,,,,,,,,,,,,
nyg,306,4789.0,946.0,5.1,24.0,8,264.0,196,365,2367,20,16,6.1,120.0,555,2422,16,4.4,137.0,97,755,7.0,,,,,,,,,,,,,,,,,
nyj,433,5456.0,909.0,6.0,28.0,13,308.0,180,316,2719,26,15,8.1,133.0,574,2737,25,4.8,155.0,93,800,20.0,,,,,,,,,,,,,,,,,
oti,226,4137.0,952.0,4.3,43.0,19,264.0,235,409,2457,14,24,5.4,137.0,498,1680,13,3.4,104.0,90,871,23.0,,,,,,,,,,,,,,,,,
phi,302,4771.0,970.0,4.9,44.0,18,275.0,226,424,2538,13,26,5.8,123.0,529,2233,20,4.2,130.0,97,784,22.0,,,,,,,,,,,,,,,,,
pit,162,3661.0,870.0,4.2,37.0,10,214.0,183,396,1836,9,27,4.2,97.0,431,1825,8,4.2,91.0,82,701,26.0,,,,,,,,,,,,,,,,,
rai,255,3629.0,928.0,3.9,41.0,6,242.0,171,398,1844,14,35,4.1,113.0,475,1785,15,3.8,99.0,62,527,30.0,,,,,,,,,,,,,,,,,
ram,135,3322.0,853.0,3.9,40.0,18,204.0,187,387,1789,11,22,4.2,103.0,423,1533,4,3.6,77.0,85,626,24.0,,,,,,,,,,,,,,,,,
sdg,345,4952.0,1022.0,4.8,34.0,14,312.0,237,390,2510,16,20,6.0,139.0,606,2442,21,4.0,154.0,81,686,19.0,,,,,,,,,,,,,,,,,
sfo,286,4026.0,969.0,4.2,27.0,16,253.0,228,411,2197,15,11,4.9,130.0,518,1829,14,3.5,102.0,86,702,21.0,,,,,,,,,,,,,,,,,
was,276,4483.0,950.0,4.7,37.0,19,255.0,217,389,2436,17,18,5.7,128.0,525,2047,11,3.9,105.0,89,773,22.0,,,,,,,,,,,,,,,,,
