Year,Age,Level,Employer,Role
1948,27,High School,Decatur HS (GA),Head Coach
1949,28,High School,Decatur HS (GA),Head Coach
1950,29,High School,Decatur HS (GA),Head Coach
1951,30,College,Auburn,Backfield Coach
1952,31,College,Auburn,Backfield Coach
1953,32,College,Auburn,Backfield Coach
1954,33,College,Auburn,Backfield Coach
1955,34,College,Texas,Backfield Coach
1956,35,College,Texas,Backfield Coach
1957,36,College,Clemson,Backfield Coach
1958,37,College,Clemson,Backfield Coach
1959,38,College,Clemson,Backfield Coach
1960,39,College,Clemson,Backfield Coach
1961,40,College,Clemson,Backfield Coach
1962,41,College,Clemson,Backfield Coach
1963,42,College,Clemson,Backfield Coach
1964,43,College,Clemson,Backfield Coach
1965,44,College,Clemson,Backfield Coach
1966,45,AFL,San Diego Chargers,Offensive Backfield
1967,46,AFL,San Diego Chargers,Offensive Backfield
1968,47,AFL,San Diego Chargers,Offensive Backfield
1969,48,AFL,San Diego Chargers,Head Coach
1970,49,NFL,San Diego Chargers,Head Coach
1971,50,NFL,San Diego Chargers,Offensive Coordinator
1972,51,NFL,Washington Redskins,Offensive Backfield
1973,52,NFL,Washington Redskins,Offensive Backfield
1974,53,NFL,Washington Redskins,Offensive Backfield
1975,54,NFL,Washington Redskins,Offensive Coordinator
1976,55,NFL,Washington Redskins,Offensive Coordinator
1977,56,NFL,Washington Redskins,Offensive Coordinator
1978,57,NFL,Los Angeles Rams,Quarterbacks
1983,62,USFL,Chicago Blitz,Offensive Coordinator
1984,63,USFL,Oakland Invaders,Offensive Coordinator
1985,64,USFL,Memphis Showboats,Offensive Coordinator
