Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
1969,48,SDG,AFL,5,4,1,0,.800,1.5,-0.5,2.0,,,,,3,
1970,49,SDG,NFL,14,5,6,3,.455,-0.7,0.5,-1.2,,,,,3,
