Year,Age,Level,Employer,Role
1968,35,NFL,Dallas Cowboys,Receivers
1969,36,NFL,Dallas Cowboys,Receivers
1970,37,College,Arkansas,Receivers
1971,38,College,Arkansas,Receivers
1972,39,College,Arkansas,Receivers
1973,40,NFL,Detroit Lions,Receivers
1974,41,NFL,Detroit Lions,Receivers
1975,42,NFL,Detroit Lions,Receivers
1976,43,NFL,Cleveland Browns,Receivers
1977,44,NFL,Cleveland Browns,Receivers
1978,45,NFL,New England Patriots,Receivers
1979,46,NFL,New England Patriots,Receivers
1980,47,NFL,New England Patriots,Receivers
1981,48,NFL,New England Patriots,Receivers
1984,51,NFL,New England Patriots,Head Coach
1985,52,NFL,New England Patriots,Head Coach
1986,53,NFL,New England Patriots,Head Coach
1987,54,NFL,New England Patriots,Head Coach
1988,55,NFL,New England Patriots,Head Coach
1989,56,NFL,New England Patriots,Head Coach
1991,58,NFL,Detroit Lions,Quarterbacks
1992,59,NFL,Denver Broncos,Quarterbacks
