,Year,Tm,Role,Tms,WL%,T/G,Pts±,Yds±,Yds,Pts,GvA,Att,Yds Rushing Off,TD,Y/A,FL,Att Rushing Off,Yds Rushing Off Passing Off,TD Passing Off,Int,NY/A,Yds Passing Off,Pts Passing Off,TkA,Att Passing Off,Yds Passing Off Defense,TD Defense,Y/A Defense,FR,Att Defense,Yds Defense,TD Defense Rushing Def,Int Rushing Def,nY/A
0,1984,NWE,HC,28,9,18,12,11,14,10,5,19,11,14,8,10,13,16,6,3,15,9,18,25,15,12,8,9,28,14,12,20,20,10
1,1985,NWE,HC,28,4,7,6,6,9,10,23,4,6,15,12,20,25,14,15,14,6,7,6,3,11,6,12,4,2,19,9,2,9,6
2,1986,NWE,HC,28,5,2,5,12,13,2,1,18,28,20,28,6,6,4,3,2,6,16,10,9,20,24,24,23,2,6,6,3,13,13
3,1987,NWE,HC,28,10,4,9,20,23,15,5,5,20,17,26,7,23,24,13,11,19,11,9,7,18,14,13,7,4,26,15,5,10,6
4,1988,NWE,HC,28,12,19,16,20,27,24,23,1,9,8,21,3,28,27,27,27,24,5,5,12,16,19,22,23,12,2,3,4,12,9
5,1989,NWE,HC,28,23,22,23,18,8,21,20,14,19,18,23,5,1,6,18,25,18,23,23,23,20,17,24,17,21,3,23,25,21,28
