Team Abbreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
chi,363,4537.0,786.0,5.8,29.0,10,244.0,135,250,2069,19,19,8.3,92.0,536,2468,22,4.6,140.0,67,553,12.0,,,,,,,,,,,,,,,,,
cle,167,3020.0,682.0,4.4,30.0,12,173.0,105,202,1175,8,18,5.8,63.0,480,1845,8,3.8,94.0,52,457,16.0,,,,,,,,,,,,,,,,,
clt,270,4123.0,711.0,5.8,32.0,14,216.0,158,279,1921,14,18,6.9,99.0,432,2202,21,5.1,106.0,53,507,11.0,,,,,,,,,,,,,,,,,
crd,240,3422.0,741.0,4.6,35.0,21,191.0,100,214,1369,13,14,6.4,63.0,527,2053,14,3.9,116.0,78,626,12.0,,,,,,,,,,,,,,,,,
det,300,4206.0,808.0,5.2,34.0,11,247.0,160,301,2195,13,23,7.3,111.0,507,2011,21,4.0,122.0,66,668,14.0,,,,,,,,,,,,,,,,,
gnb,264,3819.0,690.0,5.5,29.0,11,212.0,171,353,2398,21,18,6.8,112.0,337,1421,13,4.2,86.0,42,393,14.0,,,,,,,,,,,,,,,,,
nyg,264,3696.0,774.0,4.8,27.0,13,223.0,133,275,1567,17,14,5.7,82.0,499,2129,18,4.3,124.0,52,474,17.0,,,,,,,,,,,,,,,,,
phi,143,2654.0,667.0,4.0,38.0,11,160.0,122,249,1277,6,27,5.1,74.0,418,1377,11,3.3,73.0,59,542,13.0,,,,,,,,,,,,,,,,,
pit,217,3016.0,731.0,4.1,34.0,10,184.0,136,318,1666,14,24,5.2,83.0,413,1350,14,3.3,83.0,74,614,18.0,,,,,,,,,,,,,,,,,
ram,291,4397.0,713.0,6.2,46.0,18,227.0,170,329,2419,18,28,7.4,111.0,384,1978,15,5.2,103.0,57,583,13.0,,,,,,,,,,,,,,,,,
sfo,233,3813.0,716.0,5.3,31.0,12,221.0,162,297,1977,8,19,6.7,107.0,419,1836,17,4.4,101.0,57,562,13.0,,,,,,,,,,,,,,,,,
was,183,2961.0,716.0,4.1,35.0,17,176.0,104,215,1218,11,18,5.7,71.0,501,1743,5,3.5,91.0,44,383,14.0,,,,,,,,,,,,,,,,,
