,Team Abbreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,atl,274,3767.0,829.0,4.5,33.0,15,221.0,137,301,1704,13,18,5.2,83.0,504,2063,16,4.1,122.0,61,555,16.0,,,,,,,,,,,,,,,,,
1,buf,377,4192.0,862.0,4.9,31.0,8,249.0,131,308,1951,19,23,5.9,95.0,532,2241,26,4.2,125.0,72,685,29.0,,,,,,,,,,,,,,,,,
2,chi,275,3923.0,841.0,4.7,35.0,14,224.0,180,342,2172,16,21,6.0,108.0,476,1751,11,3.7,96.0,69,644,20.0,,,,,,,,,,,,,,,,,
3,cin,229,3552.0,794.0,4.5,29.0,9,207.0,167,350,1737,11,20,4.5,92.0,406,1815,11,4.5,98.0,69,581,17.0,,,,,,,,,,,,,,,,,
4,cle,249,4069.0,868.0,4.7,29.0,16,240.0,160,310,1736,14,13,5.0,89.0,520,2333,13,4.5,130.0,63,557,21.0,,,,,,,,,,,,,,,,,
5,clt,252,4312.0,853.0,5.1,36.0,13,233.0,178,313,2323,15,23,6.9,109.0,515,1989,15,3.9,111.0,84,826,13.0,,,,,,,,,,,,,,,,,
6,crd,303,4739.0,935.0,5.1,27.0,16,276.0,221,365,2550,15,11,6.6,138.0,548,2189,11,4.0,119.0,68,645,19.0,,,,,,,,,,,,,,,,,
7,dal,240,3755.0,842.0,4.5,33.0,17,217.0,187,382,2240,18,16,5.4,113.0,428,1515,7,3.5,81.0,59,586,23.0,,,,,,,,,,,,,,,,,
8,den,350,3851.0,877.0,4.4,22.0,12,251.0,206,397,2183,19,10,5.0,123.0,439,1668,15,3.8,102.0,83,784,26.0,,,,,,,,,,,,,,,,,
9,det,290,4208.0,824.0,5.1,27.0,15,239.0,171,312,2004,18,12,6.0,103.0,491,2204,14,4.5,126.0,86,703,10.0,,,,,,,,,,,,,,,,,
10,gnb,226,3474.0,812.0,4.3,36.0,19,209.0,174,340,1957,7,17,5.3,109.0,443,1517,14,3.4,85.0,50,446,15.0,,,,,,,,,,,,,,,,,
11,kan,254,4027.0,853.0,4.7,43.0,19,227.0,186,368,2222,17,24,5.6,116.0,453,1805,12,4.0,93.0,66,643,18.0,,,,,,,,,,,,,,,,,
12,mia,171,3297.0,770.0,4.3,46.0,20,186.0,178,348,1749,10,26,4.6,96.0,389,1548,8,4.0,76.0,70,659,14.0,,,,,,,,,,,,,,,,,
13,min,252,3701.0,806.0,4.6,40.0,14,200.0,169,331,1699,13,26,4.8,82.0,454,2002,13,4.4,103.0,47,490,15.0,,,,,,,,,,,,,,,,,
14,nor,361,4491.0,873.0,5.1,27.0,13,251.0,213,367,2402,21,14,6.1,129.0,482,2089,15,4.3,107.0,78,711,15.0,,,,,,,,,,,,,,,,,
15,nwe,446,5250.0,889.0,5.9,24.0,14,288.0,175,326,2533,24,10,7.4,124.0,548,2717,27,5.0,143.0,88,862,21.0,,,,,,,,,,,,,,,,,
16,nyg,247,4194.0,772.0,5.4,38.0,15,218.0,182,333,2339,19,23,6.3,111.0,402,1855,9,4.6,101.0,66,641,6.0,,,,,,,,,,,,,,,,,
17,nyj,324,4709.0,866.0,5.4,31.0,12,255.0,186,363,2637,18,19,6.8,118.0,476,2072,16,4.4,121.0,86,856,16.0,,,,,,,,,,,,,,,,,
18,oti,380,4734.0,894.0,5.3,24.0,18,263.0,174,324,2143,12,6,6.2,100.0,546,2591,23,4.7,147.0,79,741,16.0,,,,,,,,,,,,,,,,,
19,phi,352,4738.0,879.0,5.4,27.0,8,268.0,175,318,2472,20,19,7.4,117.0,544,2266,22,4.2,137.0,72,637,14.0,,,,,,,,,,,,,,,,,
20,pit,175,3771.0,896.0,4.2,48.0,20,228.0,206,411,2056,9,28,4.6,116.0,445,1715,6,3.9,88.0,77,712,24.0,,,,,,,,,,,,,,,,,
21,rai,248,3916.0,844.0,4.6,37.0,12,227.0,166,348,2152,14,25,5.7,104.0,469,1764,9,3.8,97.0,83,801,26.0,,,,,,,,,,,,,,,,,
22,ram,286,3907.0,843.0,4.6,27.0,11,235.0,181,363,2145,20,16,5.3,110.0,438,1762,9,4.0,101.0,60,553,24.0,,,,,,,,,,,,,,,,,
23,sdg,344,3881.0,819.0,4.7,34.0,10,244.0,201,358,2208,18,24,5.8,124.0,435,1673,18,3.8,99.0,75,679,21.0,,,,,,,,,,,,,,,,,
24,sfo,249,4026.0,858.0,4.7,36.0,17,221.0,169,366,2179,14,19,5.3,105.0,446,1847,12,4.1,96.0,81,677,20.0,,,,,,,,,,,,,,,,,
25,was,218,3595.0,829.0,4.3,32.0,15,223.0,186,367,1862,10,17,4.6,108.0,427,1733,12,4.1,95.0,64,568,20.0,,,,,,,,,,,,,,,,,
