Team Abbreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
atl,-1.1249388000352565,0.5721043509581349,-0.9492763910016233,1.1212283699503318,0.8383472377091861,0.1720494975320463,-0.7728630658389225,-0.044164311418321577,-0.12169271628764243,0.4128335742018295,-1.784279993871186,1.1930643810784054,0.6956999494013185,-0.1519853364507706,-0.572808398932977,0.4204832727542279,0.8119946839927941,1.3696601740023184,0.12984325443030914,-1.3012633565975846,-1.6630626928763583,-3.166502481905618,-0.8200358469481991,-0.43238818670392976,1.3549531464632298,-1.1893842477294045,-0.0984939048731868,0.09288853334343945,0.9396565300030155,-0.6285815991520288,-1.270943594850501,-0.036155076303109365,0.7181583554522939,-0.21783716667139355,-0.348024598442583,-0.30984294369462667,-0.8798659869793277,-1.3420940279257352,-1.3250651376268985
buf,1.2253894081997105,0.488366920161582,0.37484247234423074,0.4356365004265612,-0.5374020754546065,-0.30669693038321294,1.2420131697028052,-0.9382662895198522,-0.49613184332654225,-0.5294565141489472,0.24829786322479286,-0.5826593488987561,-0.258402838349062,-0.5180575446762825,0.8262372119149668,1.7288040440636494,2.450614586825099,1.867718419094071,2.42438673570622,-1.5255385491170965,-1.2505815003072331,0.3799802978286742,-0.11399601459818014,0.7065855733942267,-0.4742782602320202,1.3657125417983795,-0.0984939048731868,0.5175218286277222,0.4999522369982301,1.3203661013266563,-0.3868089201718916,1.5546682810337027,1.8139858188127391,-0.4170025761995248,-0.348024598442583,-0.04655222424482511,0.6776840155032269,1.961522040814536,2.2457939788532
car,-0.018901996159977903,-0.44053434704669064,-0.4559772066178738,-0.24995536909720747,-0.26225221282184796,0.4114227114896759,0.33334349485065345,0.9364636645640024,-0.021842282410602487,-0.30842550577037,-0.3060415523468377,-0.8046248151459013,-0.4174199696407914,0.21408687177474134,-0.4542452115729817,-0.33848734043632045,-0.3584481037445667,-0.12451456127293763,0.06782856574717643,-1.0769881640780727,-1.1077995490333052,0.5488604301969738,-1.2907290685148785,1.0229671734214922,-0.15987911220627413,0.5672447950709472,1.1397151849611928,0.9421551239120088,0.19554157261030233,0.4378237463929118,-1.074469222699699,-1.193117518002609,-0.6594533127722678,0.9771552904973939,1.0018889955165267,0.13359405748398676,0.07862632224070588,0.0489022115438527,-0.010271822772300826
chi,-1.5051389513673834,-0.9838539561685105,-0.17038294197465034,-1.164077861795565,2.6268213448221163,2.326408423150713,-1.2469515918487408,0.3307816793984494,0.901774230952017,-0.6457886238218826,-0.8603809679184683,2.080926246066986,-1.3715227573911706,-0.3088734256902757,-1.118199060788955,-0.8227828745674323,-1.5288908914819275,-0.12451456127293763,-1.3585092739648763,-1.6750553441301044,-1.1633258634176107,-0.6333004963811236,0.9450637339268483,-1.8244672268238977,2.298150590540468,-0.8167659659232698,-1.6743963828442174,-1.1810113525094128,-1.2926883421751254,-1.8420773371859278,0.6938001266575199,-0.4700159919404217,-0.8473094493483444,0.37965906191300014,1.0018889955165267,0.8195356686821542,-0.999677525631832,-0.9943449680583382,-0.42861515022603675
cin,-0.7620204737636807,-0.8572741189179073,0.1671375526037046,-1.164077861795565,0.7007723063928069,1.3689155673201945,-0.4172966713315588,0.2154136822240583,0.10297075993569745,-0.6993013942714329,-1.4147203834900988,-0.13872841640446576,-1.0534884948077117,-0.4657615149297808,-0.2882567492689884,-0.5047380461828216,0.10972901135037758,-0.3735436838188151,0.12984325443030914,-0.7779545740520569,-0.568401066442911,-0.6333004963811236,0.47437051236016897,-0.9385987467475543,0.46891918384521797,-1.1361530646142417,-0.7738806811464861,-0.3317447619408471,-1.0221010849414112,-1.106625374741141,0.5955629405821189,-0.32539568672798425,-0.6594533127722678,-0.4170025761995248,-0.6855029969323604,-0.6216345851483391,-0.999677525631832,-0.9943449680583382,-0.42861515022603675
cle,0.06750712914277823,0.5175776518347981,1.7508875656252163,-0.24995536909720747,0.5631973750764275,0.4114227114896759,1.0839836610328657,1.1383576596191867,1.1014750987060968,0.5175324729074713,0.61785747360588,0.5271679823369698,-0.258402838349062,0.5801590800002533,0.5179729247789792,0.15665063102608492,0.3438175688978497,-0.12451456127293763,0.4399166978459728,1.464797351143062,1.2481026469865053,1.5621412244067716,1.4157569554935276,-0.6433092533887734,0.6118278874932844,0.19462651326481242,0.014070557839029255,-0.3317447619408471,-0.14269249893184016,-0.18731042168515702,0.988511684883723,0.5423261445466404,-0.033266190852012475,-0.616167985727656,-0.010546199952805545,0.8957514032597285,0.4380609381982185,0.5705258013449481,0.3781898384347397
clt,0.39586180529325155,0.842790464463271,-0.8454239311313603,1.3497589931249208,-1.362851663352882,-1.7429362141289908,0.2938361176831686,-0.13069030929911488,-0.5210944517958023,0.20343577679054575,-0.12126174715629419,-0.5826593488987561,0.6956999494013185,-0.09968930670426887,-0.16969356190899318,1.2481226557096354,0.3438175688978497,2.1167475416399464,0.31588732047970736,2.062864531195094,2.834568772252371,0.7177405625652734,-0.8200358469481991,0.9596908534160382,-1.1888217784723523,-1.4555401633052154,0.23919948326346135,0.5175218286277222,1.2102437872367287,0.6584593351263481,-1.5656551530767042,-0.9038769075777341,-0.033266190852012475,-1.412829623840181,-1.3604597939119154,-0.5384901474273495,0.4380609381982185,0.0489022115438527,-0.47343764959607987
crd,-0.12259294652328527,-0.2925333065690623,0.348879357376665,-0.47848599227179633,1.1134971003419445,0.1720494975320463,-1.167936837513771,-1.9765782640893719,-1.4696735736276818,-1.1343834844482112,-0.6756011627279247,1.6369953135726958,-0.4174199696407914,-1.66857019909932,1.6798921609069324,1.2192094894928527,-0.12435954619709458,0.12451456127293763,0.625960763895371,-0.030370598987017234,-0.32249881702670175,-1.3088210258543223,2.8278366201935654,-1.423717200122695,0.4975009245748312,0.19462651326481242,-1.4492674574197855,-2.4549112383622687,-1.3941585636377671,-1.3640335615968167,0.890274498808322,-1.193117518002609,-1.6613527078446764,-1.0144988047839185,-1.0229813954221378,-0.43455960027611185,-0.5204313710218151,-1.1682194979920366,-1.4445918026136804
dal,0.6205255310804175,0.2566284488874008,-1.0790919658394522,0.892697746775741,-1.2252767320365028,-0.30669693038321294,-0.022222899656710232,-0.5344782994094835,-1.120197055058042,-0.038535011329159846,-0.3060415523468377,-1.6924866801344822,0.8547170806930479,0.16179084202823965,0.13857072522699443,0.5361359376213591,1.046083241540266,0.6225728063646904,-0.30425956635161994,-0.8527129715585609,-0.9888145896383654,0.21110016546037455,-1.408402373906548,1.0862434934269447,-1.2745670006611924,-0.4973788672322961,0.9145862595367606,0.5175218286277222,0.9734799371572304,0.9894127182265026,-1.074469222699699,-0.036155076303109365,0.5929209310682428,-0.616167985727656,-0.348024598442583,0.2652394172088877,0.6776840155032269,0.5705258013449481,0.06443234284443773
den,-1.2977570506407687,-1.7589120365645114,-0.3261616317800449,-1.8496697313193358,-0.1246772815054687,-0.5460701443408426,-1.2074442146812558,-0.5056363001158858,0.07800815146643746,-1.1785896861239267,0.24829786322479286,0.3052025160898246,-1.6895570199746308,-0.4657615149297808,-0.7387968612369703,-1.433573510896969,-1.7629794490293997,-1.6186892965481947,-1.4825386513311418,1.689072543662574,0.7959598012857336,0.3799802978286742,0.7097171231435087,-1.4448093067911796,-0.15987911220627413,-1.1893842477294045,-1.4492674574197855,-1.1810113525094128,-1.901509670950981,-1.3272609634745773,0.3008513823559157,-2.205459654489671,-2.381467898052968,0.7779898809692626,-0.010546199952805545,-0.8156382731639827,-0.999677525631832,-0.47272137825724275,0.6620656677783445
det,1.259953058320813,-0.18932205465703197,-0.767534586228663,0.2071058772519723,-1.0877018007201236,-1.0248165722561018,-0.49631142566652847,0.2154136822240583,-0.29643097557246234,-0.30609886357691124,0.43307766841533635,-0.8046248151459013,-0.09938570705733121,-1.3024979908738081,-0.3593946616849855,0.12412331903220426,0.10972901135037758,0.6225728063646904,0.625960763895371,-0.553679381532545,-0.4890777601796177,0.3799802978286742,0.35669720696849916,0.6433092533887727,-1.160240037742739,0.9398630768770819,-0.7738806811464861,-0.75637805722513,-0.4132797561655544,0.5113689426373905,-0.48504610624729266,-0.7592566023652966,-0.5342158883882168,-1.6119950333683122,-0.6855029969323604,2.260705922512648,-1.2393006029368403,-1.1682194979920366,-0.41367431710268904
gnb,-0.48551127279486106,-0.32563880246537386,0.14117443763613885,-0.47848599227179633,-0.26225221282184796,-1.2641897862137315,-0.3777892941640739,-0.7363722944646679,0.30267162768977734,-0.48525031247323175,0.06351805803424933,0.749133448584115,-0.894471363515981,-0.04739327695776717,-0.40681993662898364,0.1494223394718892,-0.12435954619709458,0.6225728063646904,-0.8623917644998146,1.689072543662574,1.6209221864239838,0.8866206949335731,0.003677290793489682,-0.11600658667666343,-0.1884608529358873,-0.8699971490384308,-0.43618729300983794,0.09288853334343945,-0.3118095347029114,-0.11376522544067824,0.4973257545067178,0.25308553412176554,-0.033266190852012475,1.7738169286099188,0.6644105970267493,-0.801780866877151,-0.2808082937168067,0.3966512714112497,1.1401723277254712
