,Year,Tm,Role,Tms,WL%,T/G,Pts±,Yds±,Yds,Pts,GvA,Att,Yds Rushing Off,TD,Y/A,FL,Att Rushing Off,Yds Rushing Off Passing Off,TD Passing Off,Int,NY/A,Yds Passing Off,Pts Passing Off,TkA,Att Passing Off,Yds Passing Off Defense,TD Defense,Y/A Defense,FR,Att Defense,Yds Defense,TD Defense Rushing Def,Int Rushing Def,nY/A
0,1976,SDG,OC,28,15,15,17,15,11,19,7,22,17,18,7,6,9,8,9,15,10,22,18,18,13,14,2,13,25,20,27,25,11,26
1,1979,SFO,HC,28,27,19,27,10,6,16,15,26,20,11,13,16,1,3,15,10,14,20,27,21,18,15,25,17,7,9,24,26,24,25
2,1980,SFO,HC,28,19,20,24,22,12,12,19,27,24,23,7,12,1,5,7,22,19,27,26,16,23,23,23,19,6,15,27,27,22,28
3,1981,SFO,HC,28,1,1,3,3,13,7,2,6,19,10,28,2,9,7,16,2,9,2,2,3,2,12,2,21,5,19,3,6,5,3
4,1982,SFO,HC,28,21,25,12,9,3,7,11,27,28,17,28,14,1,2,2,9,3,21,23,27,23,21,17,20,28,12,16,21,24,22
5,1983,SFO,HC,28,5,6,2,4,4,4,4,14,8,10,5,15,9,5,9,4,4,10,4,11,6,9,3,21,10,22,15,18,10,7
6,1984,SFO,HC,28,1,3,1,4,2,2,1,6,3,2,2,4,15,4,2,1,2,10,1,10,3,7,2,21,17,22,17,1,7,11
7,1985,SFO,HC,28,8,11,2,7,2,5,6,14,10,4,4,20,8,5,4,4,8,14,2,18,5,7,5,8,12,28,21,1,19,4
8,1986,SFO,HC,28,7,1,3,3,3,7,5,8,10,10,15,1,4,2,13,12,5,6,3,1,2,3,2,15,26,28,17,8,1,2
9,1987,SFO,HC,28,1,3,1,1,1,1,1,3,1,20,4,4,10,2,1,3,1,1,3,9,6,5,5,10,19,10,1,1,5,2
10,1988,SFO,HC,28,5,4,6,2,2,7,1,7,2,7,2,4,15,10,10,2,9,3,8,7,5,3,3,4,10,22,8,24,6,3
