Team Abbreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
buf,309,4464.0,875.0,5.1,38.0,12,238.0,150,351,1984,15,26,5.3,96.0,501,2480,20,5.0,119.0,74,797,23.0,,,,,,,,,,,,,,,,,
chi,321,4549.0,816.0,5.6,44.0,16,228.0,229,430,3060,20,28,7.1,128.0,386,1489,17,3.9,88.0,69,776,12.0,,,,,,,,,,,,,,,,,
cle,291,4306.0,784.0,5.5,33.0,17,252.0,200,370,2534,17,16,6.8,133.0,414,1772,18,4.3,105.0,56,600,14.0,,,,,,,,,,,,,,,,,
clt,293,4666.0,871.0,5.4,44.0,19,251.0,237,423,3065,27,25,7.2,145.0,448,1601,9,3.6,94.0,63,675,12.0,,,,,,,,,,,,,,,,,
crd,287,4798.0,850.0,5.6,51.0,21,268.0,220,434,3100,18,30,7.1,138.0,416,1698,20,4.1,109.0,56,655,21.0,,,,,,,,,,,,,,,,,
dal,398,4912.0,814.0,6.0,36.0,19,246.0,200,380,2872,31,17,7.6,136.0,434,2040,16,4.7,101.0,62,639,9.0,,,,,,,,,,,,,,,,,
den,353,4702.0,911.0,5.2,54.0,14,270.0,292,559,3404,21,40,5.8,177.0,322,1298,12,4.0,72.0,64,613,21.0,,,,,,,,,,,,,,,,,
det,315,4503.0,868.0,5.2,42.0,18,243.0,211,379,2581,19,24,6.8,124.0,489,1922,14,3.9,103.0,62,624,16.0,,,,,,,,,,,,,,,,,
gnb,415,4791.0,829.0,5.8,28.0,15,281.0,187,311,2331,14,13,7.5,120.0,518,2460,36,4.7,145.0,59,617,16.0,,,,,,,,,,,,,,,,,
kan,389,4862.0,842.0,5.8,31.0,14,259.0,195,322,2455,29,17,6.8,125.0,479,2407,21,5.0,119.0,66,644,15.0,,,,,,,,,,,,,,,,,
min,254,4080.0,774.0,5.3,54.0,23,223.0,170,348,2216,22,31,6.4,107.0,426,1864,7,4.4,102.0,44,447,14.0,,,,,,,,,,,,,,,,,
nwe,346,4736.0,837.0,5.7,33.0,20,230.0,195,382,2766,25,13,6.8,114.0,432,1970,11,4.6,100.0,52,456,16.0,,,,,,,,,,,,,,,,,
nyg,398,5005.0,841.0,6.0,36.0,14,267.0,215,411,3307,35,22,8.0,150.0,430,1698,11,3.9,92.0,62,601,25.0,,,,,,,,,,,,,,,,,
nyj,278,3955.0,876.0,4.5,55.0,20,206.0,242,505,2742,20,35,4.9,131.0,317,1213,9,3.8,60.0,84,771,15.0,,,,,,,,,,,,,,,,,
oti,387,4971.0,943.0,5.3,57.0,9,266.0,227,475,3229,32,48,6.6,157.0,457,1742,15,3.8,95.0,63,633,14.0,,,,,,,,,,,,,,,,,
phi,282,4540.0,752.0,6.0,44.0,13,235.0,228,428,3385,23,31,7.9,146.0,324,1155,13,3.6,76.0,58,619,13.0,,,,,,,,,,,,,,,,,
pit,312,4402.0,891.0,4.9,36.0,13,261.0,160,319,2069,14,23,6.5,112.0,572,2333,17,4.1,133.0,45,427,16.0,,,,,,,,,,,,,,,,,
rai,213,3687.0,857.0,4.3,49.0,20,187.0,175,446,2295,11,29,4.7,100.0,367,1392,14,3.8,72.0,69,695,15.0,,,,,,,,,,,,,,,,,
ram,220,3865.0,748.0,5.2,35.0,16,201.0,189,372,2176,14,19,5.8,107.0,376,1689,10,4.5,84.0,71,704,10.0,,,,,,,,,,,,,,,,,
sdg,314,4081.0,854.0,4.8,48.0,14,217.0,168,416,2434,23,34,5.5,113.0,410,1647,13,4.0,82.0,88,768,22.0,,,,,,,,,,,,,,,,,
sfo,282,3941.0,783.0,5.0,33.0,14,239.0,185,323,2068,19,19,6.4,112.0,460,1873,15,4.1,112.0,63,636,15.0,,,,,,,,,,,,,,,,,
was,305,4311.0,799.0,5.4,44.0,17,241.0,223,428,3223,27,27,7.5,156.0,371,1088,10,2.9,59.0,62,663,26.0,,,,,,,,,,,,,,,,,
