Year,Age,Level,Employer,Role
1960,25,College,Oregon,Assistant Coach
1961,26,College,Oregon,Assistant Coach
1962,27,College,Oregon,Assistant Coach
1963,28,College,Oregon,Assistant Coach
1964,29,College,Oregon,Assistant Coach
1965,30,College,Oregon,Assistant Coach
1966,31,College,Oregon,Assistant Coach
1967,32,College,Oregon,Assistant Coach
1968,33,College,Oregon,Assistant Coach
1969,34,College,Oregon,Assistant Coach
1970,35,College,Oregon,Assistant Coach
1971,36,College,Oregon,Assistant Coach
1972,37,College,USC,Offensive Coordinator
1973,38,College,USC,Offensive Coordinator
1974,39,College,USC,Offensive Coordinator
1975,40,NFL,Oakland Raiders,Offensive Backfield
1976,41,College,USC,Head Coach
1977,42,College,USC,Head Coach
1978,43,College,USC,Head Coach
1979,44,College,USC,Head Coach
1980,45,College,USC,Head Coach
1981,46,College,USC,Head Coach
1982,47,College,USC,Head Coach
1983,48,NFL,Los Angeles Rams,Head Coach
1984,49,NFL,Los Angeles Rams,Head Coach
1985,50,NFL,Los Angeles Rams,Head Coach
1986,51,NFL,Los Angeles Rams,Head Coach
1987,52,NFL,Los Angeles Rams,Head Coach
1988,53,NFL,Los Angeles Rams,Head Coach
1989,54,NFL,Los Angeles Rams,Head Coach
1990,55,NFL,Los Angeles Rams,Head Coach
1991,56,NFL,Los Angeles Rams,Head Coach
1993,58,College,USC,Head Coach
1994,59,College,USC,Head Coach
1995,60,College,USC,Head Coach
1996,61,College,USC,Head Coach
1997,62,College,USC,Head Coach
1999,64,College,UNLV,Head Coach
2000,65,College,UNLV,Head Coach
2001,66,College,UNLV,Head Coach
2002,67,College,UNLV,Head Coach
2003,68,College,UNLV,Head Coach
2004,69,College,UNLV,Head Coach
2010,75,High School,San Marcos HS,Defensive Coordinator
