Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
1983,48,RAM,NFL,16,9,7,0,.563,2.9,2.0,0.9,2,1,1,.500,2,
1984,49,RAM,NFL,16,10,6,0,.625,2.3,1.0,1.3,1,0,1,.000,2,
1985,50,RAM,NFL,16,11,5,0,.688,2.6,-1.0,3.6,2,1,1,.500,1,
1986,51,RAM,NFL,16,10,6,0,.625,1.9,-1.1,2.9,1,0,1,.000,2,
1987,52,RAM,NFL,15,6,9,0,.400,-1.8,-0.6,-1.2,,,,,3,
1988,53,RAM,NFL,16,10,6,0,.625,6.5,5.6,0.9,1,0,1,.000,2,
1989,54,RAM,NFL,16,11,5,0,.688,4.6,5.7,-1.1,3,2,1,.667,2,
1990,55,RAM,NFL,16,5,11,0,.313,-4.2,2.3,-6.5,,,,,3,
1991,56,RAM,NFL,16,3,13,0,.188,-6.0,-2.6,-3.4,,,,,4,
