,Year,Tm,Role,Tms,WL%,T/G,Pts±,Yds±,Yds,Pts,GvA,Att,Yds Rushing Off,TD,Y/A,FL,Att Rushing Off,Yds Rushing Off Passing Off,TD Passing Off,Int,NY/A,Yds Passing Off,Pts Passing Off,TkA,Att Passing Off,Yds Passing Off Defense,TD Defense,Y/A Defense,FR,Att Defense,Yds Defense,TD Defense Rushing Def,Int Rushing Def,nY/A
0,1983,RAM,HC,28,7,18,10,16,12,11,20,14,9,4,6,25,16,12,14,15,9,15,15,9,10,6,24,5,6,26,22,4,10,16
1,1984,RAM,HC,28,7,8,11,20,21,12,11,4,2,12,1,24,28,27,23,7,22,14,13,9,6,3,17,3,3,25,24,7,20,18
2,1985,RAM,HC,28,4,3,7,17,26,15,10,10,14,15,14,24,28,28,24,4,22,5,4,4,7,4,3,5,12,24,10,10,3,3
3,1986,RAM,HC,28,8,9,10,18,23,17,15,2,4,10,8,26,28,28,23,4,21,5,4,4,9,8,3,5,16,21,11,6,4,8
4,1987,RAM,HC,28,19,21,21,23,19,16,9,6,8,9,8,11,26,27,23,11,15,21,22,25,4,12,5,21,24,23,26,28,19,22
5,1988,RAM,HC,28,5,10,3,5,3,3,15,11,15,11,16,16,12,3,2,10,3,9,7,9,2,7,7,15,12,27,17,7,6,4
6,1989,RAM,HC,28,3,9,7,8,4,2,4,15,13,3,10,3,11,4,4,11,2,21,17,15,4,5,13,14,13,27,28,21,9,22
7,1990,RAM,HC,28,23,10,22,14,5,12,11,18,20,7,21,10,4,3,7,12,6,21,25,13,11,13,22,11,2,18,27,26,23,27
8,1991,RAM,HC,28,25,28,25,21,18,24,22,23,27,17,26,26,4,7,20,20,8,23,27,28,23,12,23,5,28,2,25,25,27,28
