Year,Age,Level,Employer,Role
1987,25,College,Eastern Kentucky,Defensive Ends
1988,26,College,Eastern Kentucky,Defensive Ends
1989,27,College,New Mexico Highlands,Defensive Coordinator/Assistant Head Coach
1990,28,College,Morehead State,Defensive Coordinator
1991,29,College,Morehead State,Defensive Coordinator
1992,30,College,Morehead State,Defensive Coordinator
1993,31,College,Morehead State,Defensive Coordinator
1994,32,NFL,Arizona Cardinals,Defensive Line
1995,33,NFL,Arizona Cardinals,Linebackers
1996,34,College,Cincinnati,Defensive Coordinator
1997,35,College,Cincinnati,Defensive Coordinator
1998,36,College,Oklahoma,Defensive Coordinator
1999,37,NFL,Baltimore Ravens,Defensive Line
2000,38,NFL,Baltimore Ravens,Defensive Line
2001,39,NFL,Baltimore Ravens,Defensive Line
2002,40,NFL,Baltimore Ravens,Defensive Line
2003,41,NFL,Baltimore Ravens,Defensive Line
2004,42,NFL,Baltimore Ravens,Defensive Line
2005,43,NFL,Baltimore Ravens,Defensive Coordinator
2006,44,NFL,Baltimore Ravens,Defensive Coordinator
2007,45,NFL,Baltimore Ravens,Defensive Coordinator
2008,46,NFL,Baltimore Ravens,Defensive Coordinator/Assistant Head Coach
2009,47,NFL,New York Jets,Head Coach
2010,48,NFL,New York Jets,Head Coach
2011,49,NFL,New York Jets,Head Coach
2012,50,NFL,New York Jets,Head Coach
2013,51,NFL,New York Jets,Head Coach
2014,52,NFL,New York Jets,Head Coach
2015,53,NFL,Buffalo Bills,Head Coach
2016,54,NFL,Buffalo Bills,Head Coach
