,Team Abbreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,atl,317,5361.0,996.0,5.4,36.0,11,302.0,374,629,4112,25,25,6.2,218.0,330,1249,8,3.8,63.0,119,934,21.0,,,,,,,,,,,,,,,,,
1,buf,340,5244.0,1066.0,4.9,34.0,13,319.0,342,542,3413,23,21,5.9,181.0,483,1831,14,3.8,107.0,92,631,31.0,,,,,,,,,,,,,,,,,
2,chi,271,4679.0,1014.0,4.6,26.0,10,274.0,308,502,3091,19,16,5.9,165.0,487,1588,10,3.3,88.0,65,503,21.0,,,,,,,,,,,,,,,,,
3,cin,276,4792.0,990.0,4.8,41.0,22,267.0,289,542,3236,21,19,5.5,158.0,404,1556,5,3.9,84.0,90,618,25.0,,,,,,,,,,,,,,,,,
4,cle,340,4832.0,970.0,5.0,35.0,14,273.0,266,507,3175,20,21,6.1,161.0,449,1657,12,3.7,80.0,113,969,32.0,,,,,,,,,,,,,,,,,
5,clt,307,4413.0,899.0,4.9,31.0,17,252.0,217,376,2353,15,14,5.8,126.0,495,2060,15,4.2,108.0,82,658,18.0,,,,,,,,,,,,,,,,,
6,crd,235,4607.0,1052.0,4.4,29.0,10,287.0,287,538,3047,11,19,5.3,169.0,480,1560,12,3.3,90.0,128,1090,28.0,,,,,,,,,,,,,,,,,
7,dal,414,5321.0,1018.0,5.2,24.0,10,322.0,282,448,3368,19,14,7.2,160.0,550,1953,26,3.6,136.0,100,895,26.0,,,,,,,,,,,,,,,,,
8,den,347,5487.0,1112.0,4.9,31.0,18,346.0,388,626,4017,18,13,5.9,202.0,431,1470,19,3.4,101.0,101,865,43.0,,,,,,,,,,,,,,,,,
9,det,357,5002.0,891.0,5.6,24.0,10,280.0,250,459,2922,24,14,6.0,164.0,406,2080,12,5.1,94.0,109,781,22.0,,,,,,,,,,,,,,,,,
10,gnb,382,5316.0,1059.0,5.0,22.0,8,314.0,375,609,3773,33,14,5.9,205.0,417,1543,11,3.7,88.0,85,760,21.0,,,,,,,,,,,,,,,,,
11,kan,319,5692.0,1098.0,5.2,26.0,12,322.0,366,615,3960,20,14,6.2,211.0,464,1732,12,3.7,97.0,127,911,14.0,,,,,,,,,,,,,,,,,
12,mia,389,6078.0,1078.0,5.6,32.0,14,344.0,392,627,4420,31,18,6.9,220.0,433,1658,13,3.8,109.0,92,747,15.0,,,,,,,,,,,,,,,,,
13,min,356,5848.0,1123.0,5.2,34.0,14,325.0,409,673,4324,18,20,6.1,215.0,419,1524,11,3.6,92.0,112,880,18.0,,,,,,,,,,,,,,,,,
14,nor,348,5182.0,966.0,5.4,32.0,14,308.0,366,569,3846,22,18,6.5,203.0,373,1336,11,3.6,78.0,88,678,27.0,,,,,,,,,,,,,,,,,
15,nwe,351,5776.0,1199.0,4.8,38.0,11,348.0,405,699,4444,25,27,6.2,243.0,478,1332,12,2.8,83.0,78,597,22.0,,,,,,,,,,,,,,,,,
16,nyg,279,4316.0,976.0,4.4,25.0,7,263.0,226,405,2562,16,18,5.7,136.0,525,1754,12,3.3,103.0,92,818,24.0,,,,,,,,,,,,,,,,,
17,nyj,264,4703.0,983.0,4.8,28.0,10,265.0,310,539,3137,18,18,5.5,164.0,416,1566,8,3.8,90.0,95,754,11.0,,,,,,,,,,,,,,,,,
18,oti,226,4481.0,1036.0,4.3,42.0,25,278.0,274,554,2799,13,17,4.5,158.0,417,1682,10,4.0,97.0,115,959,23.0,,,,,,,,,,,,,,,,,
19,phi,308,5125.0,1046.0,4.9,26.0,12,293.0,316,566,3364,18,14,5.5,168.0,432,1761,14,4.1,103.0,138,1107,22.0,,,,,,,,,,,,,,,,,
20,pit,316,5144.0,1048.0,4.9,17.0,8,307.0,266,463,2964,17,9,5.9,148.0,546,2180,15,4.0,138.0,119,974,21.0,,,,,,,,,,,,,,,,,
21,rai,303,4779.0,966.0,4.9,30.0,14,267.0,281,488,3267,22,16,6.1,158.0,428,1512,7,3.5,87.0,156,1186,22.0,,,,,,,,,,,,,,,,,
22,ram,286,4747.0,944.0,5.0,31.0,13,274.0,291,512,3358,23,18,6.1,163.0,397,1389,6,3.5,80.0,112,922,31.0,,,,,,,,,,,,,,,,,
23,sdg,381,5220.0,1033.0,5.1,23.0,9,311.0,305,522,3368,20,14,6.1,181.0,482,1852,13,3.8,102.0,96,875,28.0,,,,,,,,,,,,,,,,,
24,sea,287,4652.0,1018.0,4.6,28.0,19,285.0,253,498,2568,13,9,4.8,143.0,480,2084,16,4.3,114.0,114,898,28.0,,,,,,,,,,,,,,,,,
25,sfo,505,6060.0,1037.0,5.8,24.0,13,362.0,359,511,4163,37,11,7.6,210.0,491,1897,23,3.9,122.0,109,890,30.0,,,,,,,,,,,,,,,,,
26,tam,251,4754.0,951.0,5.0,23.0,7,276.0,271,491,3265,17,16,6.3,149.0,430,1489,8,3.5,104.0,93,805,23.0,,,,,,,,,,,,,,,,,
27,was,320,4793.0,974.0,4.9,40.0,13,269.0,271,546,3378,25,27,6.0,166.0,407,1415,5,3.5,79.0,88,730,24.0,,,,,,,,,,,,,,,,,
