,Team Abbreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,atl,385,5829.0,1038.0,5.6,33.0,11,330.0,364,580,4136,26,22,6.8,201.0,426,1693,16,4.0,107.0,111,853,22.0,,,,,,,,,,,,,,,,,
1,buf,356,5175.0,1007.0,5.1,28.0,12,294.0,314,535,3660,26,16,6.5,199.0,447,1515,10,3.4,82.0,101,770,13.0,,,,,,,,,,,,,,,,,
2,chi,307,5009.0,982.0,5.1,22.0,10,275.0,295,522,3087,16,12,5.6,163.0,432,1922,10,4.4,100.0,80,645,12.0,,,,,,,,,,,,,,,,,
3,cin,406,5154.0,1053.0,4.9,18.0,8,310.0,294,505,3248,22,10,6.1,168.0,517,1906,16,3.7,126.0,99,861,16.0,,,,,,,,,,,,,,,,,
4,cle,204,4826.0,1090.0,4.4,31.0,13,304.0,325,587,3157,13,18,5.1,173.0,465,1669,9,3.6,98.0,129,1139,33.0,,,,,,,,,,,,,,,,,
5,clt,320,5325.0,1090.0,4.9,28.0,10,311.0,354,598,3679,24,18,5.9,192.0,463,1646,8,3.6,98.0,110,824,21.0,,,,,,,,,,,,,,,,,
6,crd,267,4408.0,909.0,4.8,36.0,13,245.0,234,465,3038,19,23,6.1,144.0,409,1370,7,3.3,71.0,108,800,30.0,,,,,,,,,,,,,,,,,
7,dal,248,4313.0,1006.0,4.3,31.0,9,273.0,269,522,2752,19,22,4.8,157.0,437,1561,8,3.6,86.0,102,826,30.0,,,,,,,,,,,,,,,,,
8,den,396,5907.0,1023.0,5.8,26.0,14,303.0,322,568,4155,28,12,7.0,182.0,432,1752,12,4.1,103.0,134,1031,18.0,,,,,,,,,,,,,,,,,
9,det,342,5405.0,1086.0,5.0,23.0,11,326.0,370,547,3546,21,12,6.2,169.0,511,1859,15,3.6,131.0,130,1036,26.0,,,,,,,,,,,,,,,,,
10,gnb,287,4764.0,1023.0,4.7,33.0,12,281.0,337,605,3401,20,21,5.3,182.0,381,1363,9,3.6,82.0,82,675,17.0,,,,,,,,,,,,,,,,,
11,kan,298,5000.0,989.0,5.1,38.0,26,289.0,300,504,3266,23,12,6.0,164.0,446,1734,11,3.9,93.0,119,925,32.0,,,,,,,,,,,,,,,,,
12,mia,327,5224.0,1000.0,5.2,32.0,9,305.0,334,577,3794,23,23,6.3,195.0,394,1430,14,3.6,85.0,82,653,25.0,,,,,,,,,,,,,,,,,
13,min,314,4742.0,988.0,4.8,34.0,16,287.0,368,597,3652,25,18,5.8,195.0,355,1090,9,3.1,65.0,83,614,27.0,,,,,,,,,,,,,,,,,
14,nor,407,5569.0,1053.0,5.3,31.0,14,337.0,353,559,3811,28,17,6.4,208.0,458,1758,10,3.8,106.0,105,922,23.0,,,,,,,,,,,,,,,,,
15,nwe,312,5207.0,1006.0,5.2,40.0,18,280.0,298,545,3447,21,22,5.9,173.0,422,1760,11,4.2,86.0,110,795,21.0,,,,,,,,,,,,,,,,,
16,nyg,305,4950.0,973.0,5.1,32.0,16,280.0,289,500,3222,16,16,6.1,166.0,447,1728,11,3.9,92.0,130,1122,22.0,,,,,,,,,,,,,,,,,
17,nyj,320,5338.0,1014.0,5.3,38.0,21,315.0,333,522,3529,19,17,6.4,189.0,463,1809,17,3.9,105.0,63,489,21.0,,,,,,,,,,,,,,,,,
18,oti,352,4915.0,971.0,5.1,26.0,12,275.0,221,400,2795,18,14,6.5,132.0,540,2120,17,3.9,112.0,102,807,31.0,,,,,,,,,,,,,,,,,
19,phi,308,4710.0,981.0,4.8,35.0,14,275.0,251,490,3094,20,21,5.8,151.0,449,1616,11,3.6,94.0,98,844,30.0,,,,,,,,,,,,,,,,,
20,pit,234,4326.0,1008.0,4.3,31.0,14,262.0,280,532,2874,12,17,4.9,156.0,421,1452,7,3.4,76.0,91,763,30.0,,,,,,,,,,,,,,,,,
21,rai,327,4943.0,1046.0,4.7,25.0,13,303.0,306,564,3400,24,12,5.6,176.0,444,1543,11,3.5,94.0,113,823,33.0,,,,,,,,,,,,,,,,,
22,ram,365,5170.0,1063.0,4.9,20.0,6,333.0,320,541,3389,23,14,6.0,198.0,496,1781,12,3.6,103.0,114,1015,32.0,,,,,,,,,,,,,,,,,
23,sdg,306,5062.0,1005.0,5.0,32.0,15,308.0,363,577,3658,20,17,5.9,191.0,385,1404,11,3.6,89.0,109,989,28.0,,,,,,,,,,,,,,,,,
24,sea,323,5349.0,1077.0,5.0,30.0,11,318.0,313,537,3397,15,19,6.0,178.0,511,1952,15,3.8,122.0,103,773,18.0,,,,,,,,,,,,,,,,,
25,sfo,296,4839.0,996.0,4.9,35.0,12,285.0,329,583,3501,15,23,5.6,182.0,375,1338,16,3.6,82.0,108,912,21.0,,,,,,,,,,,,,,,,,
26,tam,351,5336.0,986.0,5.4,21.0,12,298.0,303,498,3372,25,9,6.5,179.0,468,1964,13,4.2,100.0,94,690,19.0,,,,,,,,,,,,,,,,,
27,was,412,5609.0,1080.0,5.2,23.0,6,331.0,300,496,3634,22,17,6.9,182.0,556,1975,24,3.6,129.0,98,839,20.0,,,,,,,,,,,,,,,,,
