Year,Age,Level,Employer,Role
1951,33,NFL,Green Bay Packers,Line Coach
1952,34,NFL,Green Bay Packers,Line Coach
1953,35,NFL,Green Bay Packers,Line Coach
1954,36,NFL,Philadelphia Eagles,Line Coach
1955,37,NFL,Philadelphia Eagles,Line Coach
1956,38,NFL,Chicago Cardinals,Defensive Line
1957,39,NFL,Chicago Cardinals,Defensive Line
1958,40,NFL,Chicago Cardinals,Defensive Assistant
1959,41,NFL,Chicago Cardinals,Defensive Assistant
1960,42,NFL,St. Louis Cardinals,Defensive Assistant
1961,43,NFL,St. Louis Cardinals,Head Coach
1962,44,NFL,St. Louis Cardinals,Defensive Coordinator
1963,45,NFL,St. Louis Cardinals,Defensive Coordinator
1964,46,NFL,St. Louis Cardinals,Defensive Coordinator
1965,47,NFL,St. Louis Cardinals,Defensive Coordinator
1966,48,NFL,St. Louis Cardinals,Defensive Coordinator
1967,49,NFL,St. Louis Cardinals,Defensive Coordinator
1968,50,NFL,St. Louis Cardinals,Defensive Coordinator
1969,51,NFL,St. Louis Cardinals,Defensive Coordinator
1970,52,NFL,St. Louis Cardinals,Defensive Coordinator
1971,53,NFL,St. Louis Cardinals,Defensive Backs
1972,54,NFL,St. Louis Cardinals,Defensive Coordinator
